Adresa,LocSort
P011604034,1118500
P011604035,1118400
P011604036,1118300
P011604037,1118200
P011604038,1118100
P011604039,1118000
P011604040,1117900
P011604041,1117800
P011604042,1117700
P011604043,1117600
P011604044,1117500
P011604045,1117400
P011604046,1117300
P011604047,1117200
P011604048,1117100
P011604049,1117000
P011604050,1116900
P011604051,1116800
P011604052,1116700
P011604053,1116600
P011604054,1116500
P011604055,1116400
P011604056,1116300
P011604057,1116200
P011604058,1116100
P011604059,1116000
P011604060,1115900
P011604061,1115800
P011604062,1115700
P011604063,1115600
P011604064,1115500
P011604065,1115400
P011604066,1115300
P011604067,1115200
P011604068,1115100
P011604069,1115000
P011604070,1114900
P011700001,1022450
P011700002,1022550
P011700003,1022650
P011700004,1022750
P011700005,1022850
P011700006,1022950
P011700007,1023050
P011700008,1023150
P011700009,1023250
P011700010,1023350
P011700011,1023450
P011700012,1023550
P011700013,1023650
P011700014,1023750
P011700015,1023850
P011700016,1023950
P011700017,1024050
P011700018,1024150
P011700019,1024250
P011700020,1024350
P011700021,1024450
P011700022,1024550
P011700023,1024650
P011700024,1024750
P011700029,1119050
P011700030,1118950
P011700031,1118850
P011700032,1118750
P011700033,1118650
P011700034,1118550
P011700035,1118450
P011700036,1118350
P011700037,1118250
P011700038,1118150
P011700039,1118050
P011700040,1117950
P011700041,1117850
P011700042,1117750
P011700043,1117650
P011700044,1117550
P011700045,1117450
P011700046,1117350
P011700047,1117250
P011700048,1117150
P011700051,1116850
P011700052,1116750
P011700053,1116650
P011700054,1116550
P011700055,1116450
P011700056,1116350
P011700057,1116250
P011700058,1116150
P011700059,1116050
P011700060,1115950
P011700061,1115850
P011700062,1115750
P011700063,1115650
P011700064,1115550
P011700065,1115450
P011700066,1115350
P011700067,1115250
P011700068,1115150
P011700069,1115050
P011700070,1114950
P011700075,1113750
P011700076,1113850
P011700077,1113950
P011700078,1114050
P011700079,1114150
P011701001,1022450
P011701002,1022550
P011701003,1022650
P011701004,1022750
P011701005,1022850
P011701006,1022950
P011701007,1023050
P011701008,1023150
P011701009,1023250
P011701010,1023350
P011701011,1023450
P011701012,1023550
P011701013,1023650
P011701014,1023750
P011701015,1023850
P011701016,1023950
P011701017,1024050
P011701018,1024150
P011701019,1024250
P011701020,1024350
P011701021,1024450
P011701022,1024550
P011701023,1024650
P011701024,1024750
P011701025,1024850
P011701026,1024950
P011701027,1025050
P011701028,1025150
P011701029,1119050
P011701030,1118950
P011701031,1118850
P011701032,1118750
P011701033,1118650
P011701034,1118550
P011701035,1118450
P011701036,1118350
P011701037,1118250
P011701038,1118150
P011701039,1118050
P011701040,1117950
P011701041,1117850
P011701042,1117750
P011701043,1117650
P011701044,1117550
P011701045,1117450
P011701046,1117350
P011701047,1117250
P011701048,1117150
P011701051,1116850
P011701052,1116750
P011701053,1116650
P011701054,1116550
P011701055,1116450
P011701056,1116350
P011701057,1116250
P011701058,1116150
P011701059,1116050
P011701060,1115950
P011701061,1115850
P011701062,1115750
P011701063,1115650
P011701064,1115550
P011701065,1115450
P011701066,1115350
P011701067,1115250
P011701068,1115150
P011701069,1115050
P011701070,1114950
P011701071,1113350
P011701072,1113450
P011701073,1113550
P011701074,1113650
P011701075,1113750
P011701076,1113850
P011701077,1113950
P011701078,1114050
P011701079,1114150
P011702001,1022450
P011702002,1022550
P011702003,1022650
P011702004,1022750
P011702005,1022850
P011702006,1022950
P011702007,1023050
P011702008,1023150
P011702009,1023250
P011702010,1023350
P011702011,1023450
P011702012,1023550
P011702013,1023650
P011702014,1023750
P011702015,1023850
P011702016,1023950
P011702017,1024050
P011702018,1024150
P011702019,1024250
P011702020,1024350
P011702021,1024450
P011702022,1024550
P011702023,1024650
P011702024,1024750
P011702025,1024850
P011702026,1024950
P011702027,1025050
P011702028,1025150
P011702029,1119050
P011702030,1118950
P011702031,1118850
P011702032,1118750
P011702033,1118650
P011702034,1118550
P011702035,1118450
P011702036,1118350
P011702037,1118250
P011702038,1118150
P011702039,1118050
P011702040,1117950
P011702041,1117850
P011702042,1117750
P011702043,1117650
P011702044,1117550
P011702045,1117450
P011702046,1117350
P011702047,1117250
P011702048,1117150
P011702049,1117050
P011702050,1116950
P011702051,1116850
P011702052,1116750
P011702053,1116650
P011702054,1116550
P011702055,1116450
P011702056,1116350
P011702057,1116250
P011702058,1116150
P011702059,1116050
P011702060,1115950
P011702061,1115850
P011702062,1115750
P011702063,1115650
P011702064,1115550
P011702065,1115450
P011702066,1115350
P011702067,1115250
P011702068,1115150
P011702069,1115050
P011702070,1114950
P011702071,1113350
P011702072,1113450
P011702073,1113550
P011702074,1113650
P011702075,1113750
P011702076,1113850
P011702077,1113950
P011702078,1114050
P011702079,1114150
P011703001,1022450
P011703002,1022550
P011703003,1022650
P011703004,1022750
P011703005,1022850
P011703006,1022950
P011703007,1023050
P011703008,1023150
P011703009,1023250
P011703010,1023350
P011703011,1023450
P011703012,1023550
P011703013,1023650
P011703014,1023750
P011703015,1023850
P011703016,1023950
P011703017,1024050
P011703018,1024150
P011703019,1024250
P011703020,1024350
P011703021,1024450
P011703022,1024550
P011703023,1024650
P011703024,1024750
P011703029,1119050
P011703030,1118950
P011703031,1118850
P011703032,1118750
P011703033,1118650
P011703034,1118550
P011703035,1118450
P011703036,1118350
P011703037,1118250
P011703038,1118150
F550000000,1118151
F560000000,1118152
F280000000,1118153
F290000000,1118154
F60000000 ,1118155
F100000000,1118156
G010301088,3202200
G010301089,3202000
G010301091,3202000
G010301092,3202000
G010301093,3202000
G010301094,3202000
G010301095,3202000
G010301096,3202000
G010301097,3201800
G010301098,3201800
G010301099,3201800
G010302001,3204200
G010302002,3204200
G010302003,3204200
G010302004,3204200
G010302005,3204200
G010302006,3204200
G010302007,3204200
G010302008,3204200
G010302009,3204000
G010302011,3204000
G010302012,3204000
G010302013,3204000
G010302014,3204000
G010302015,3204000
G010302016,3204000
G010302017,3203800
G010302018,3203800
G010302019,3203800
G010302021,3203800
G010302022,3203800
G010302023,3203800
G010302024,3203800
G010302025,3203600
G010302026,3203600
G010302027,3203600
G010302028,3203600
G010302029,3203600
G010302031,3203600
G010302032,3203600
G010302033,3203400
G010302034,3203400
G010302035,3203400
G010302036,3203400
G010302037,3203400
G010302038,3203400
G010302039,3203400
G010302041,3203200
G010302042,3203200
G010302043,3203200
G010302044,3203200
G010302045,3203200
G010302046,3203200
G010302047,3203200
G010302048,3203200
G010302049,3203000
G010302051,3203000
G010302052,3203000
G010302053,3203000
G010302054,3203000
G010302055,3203000
G010302056,3203000
G010302057,3202800
G010302058,3202800
G010302059,3202800
G010302061,3202800
G010302062,3202800
G010302063,3202800
G010302064,3202800
G010302065,3202600
G010302066,3202600
G010302067,3202600
G010302068,3202600
G010302069,3202600
G010302071,3202600
G010302072,3202600
G010302073,3202400
G010302074,3202400
G010302075,3202400
G010302076,3202400
G010302077,3202400
G010302078,3202400
G010302079,3202400
G010302081,3202200
G010302082,3202200
G010302083,3202200
G010302084,3202200
G010302085,3202200
G010302086,3202200
G010302087,3202200
G010302088,3202200
G010302089,3202000
G010302091,3202000
G010302092,3202000
G010302093,3202000
G010302094,3202000
G010302095,3202000
G010302096,3202000
G010302097,3201800
G010302098,3201800
G010302099,3201800
G010303001,3204200
G010303002,3204200
G010303003,3204200
G010303004,3204200
G010303005,3204200
G010303006,3204200
G010303007,3204200
G010303008,3204200
G010303009,3204000
G010303011,3204000
G010303012,3204000
G010303013,3204000
G010303014,3204000
G010303015,3204000
G010303016,3204000
G010303017,3203800
G010303018,3203800
G010303019,3203800
G010303021,3203800
G010303022,3203800
G010303023,3203800
G010303024,3203800
G010303025,3203600
G010303026,3203600
G010303027,3203600
G010303028,3203600
G010303029,3203600
G010303031,3203600
G010303032,3203600
G010303033,3203400
G010303034,3203400
G010303035,3203400
G010303036,3203400
G010303037,3203400
G010303038,3203400
G010303039,3203400
G010303041,3203200
G010303042,3203200
G010303043,3203200
G010303044,3203200
G010303045,3203200
G010303046,3203200
G010303047,3203200
G010303048,3203200
G010303049,3203000
G010303051,3203000
G010303052,3203000
G010303053,3203000
G010303054,3203000
G010303055,3203000
G010303056,3203000
G010303057,3202800
G010303058,3202800
G010303059,3202800
G010303061,3202800
G010303062,3202800
G010303063,3202800
G010303064,3202800
G010303065,3202600
G010303066,3202600
G010303067,3202600
G010303068,3202600
G010303069,3202600
G010303071,3202600
G010303072,3202600
G010303073,3202400
G010303074,3202400
G010303075,3202400
G010303076,3202400
G010303077,3202400
G010303078,3202400
G010303079,3202400
G010303081,3202200
G010303082,3202200
G010303083,3202200
G010303084,3202200
G010303085,3202200
G010303086,3202200
G010303087,3202200
G010303088,3202200
G010303089,3202000
G010303091,3202000
G010303092,3202000
G010303093,3202000
G010303094,3202000
G010303095,3202000
G010303096,3202000
G010303097,3201800
G010303098,3201800
G010303099,3201800
G010304001,3204200
G010304002,3204200
G010304003,3204200
G010304004,3204200
G010304005,3204200
G010304006,3204200
G010304007,3204200
G010304008,3204200
G010304009,3204000
G010304011,3204000
G010304012,3204000
G010304013,3204000
G010304014,3204000
G010304015,3204000
G010304016,3204000
G010304017,3203800
G010304018,3203800
G010304019,3203800
G010304021,3203800
G010304022,3203800
G010304023,3203800
G010304024,3203800
G010304025,3203600
G010304026,3203600
G010304027,3203600
G010304028,3203600
G010304029,3203600
G010304031,3203600
G010304032,3203600
G010304033,3203400
G010304034,3203400
G010304035,3203400
G010304036,3203400
G010304037,3203400
G010304038,3203400
G010304039,3203400
G010304041,3203200
G010304042,3203200
G010304043,3203200
G010304044,3203200
G010304045,3203200
G010304046,3203200
G010304047,3203200
G010304048,3203200
G010304049,3203000
G010304051,3203000
G010304052,3203000
G010304053,3203000
G010304054,3203000
G010304055,3203000
G010304056,3203000
G010304057,3202800
G010304058,3202800
G010304059,3202800
G010304061,3202800
G010304062,3202800
G010304063,3202800
G010304064,3202800
G010304065,3202600
G010304066,3202600
G010304067,3202600
G010304068,3202600
G010304069,3202600
G010304071,3202600
G010304072,3202600
G010304073,3202400
G010304074,3202400
G010304075,3202400
G010304076,3202400
G010304077,3202400
G010304078,3202400
G010304079,3202400
G010304081,3202200
G010304082,3202200
G010304083,3202200
G010304084,3202200
G010304085,3202200
G010304086,3202200
G010304087,3202200
G010304088,3202200
G010304089,3202000
G010304091,3202000
G010304092,3202000
G010304093,3202000
G010304094,3202000
G010304095,3202000
G010304096,3202000
G010304097,3201800
G010304098,3201800
G010304099,3201800
G010305001,3204200
G010305002,3204200
G010305003,3204200
G010305004,3204200
G010305005,3204200
G010305006,3204200
G010305007,3204200
G010305008,3204200
G010305009,3204000
G010305011,3204000
G010305012,3204000
G010305013,3204000
G010305014,3204000
G010305015,3204000
G010305016,3204000
G010305017,3203800
G010305018,3203800
G010305019,3203800
G010305021,3203800
G010305022,3203800
G010305023,3203800
G010305024,3203800
G010305025,3203600
G010305026,3203600
G010305027,3203600
G010305028,3203600
G010305029,3203600
G010305031,3203600
G010305032,3203600
G010305033,3203400
G010305034,3203400
G010305035,3203400
G010305036,3203400
G010305037,3203400
G010305038,3203400
G010305039,3203400
G010305041,3203200
G010305042,3203200
G010305043,3203200
G010305044,3203200
G010305045,3203200
G010305046,3203200
G010305047,3203200
G010305048,3203200
G010305049,3203000
G010305051,3203000
G010305052,3203000
G010305053,3203000
G010305054,3203000
G010305055,3203000
G010305056,3203000
G010305057,3202800
G010305058,3202800
G010305059,3202800
G010305061,3202800
G010305062,3202800
G010305063,3202800
G010305064,3202800
G010305065,3202600
G010305066,3202600
G010305067,3202600
G010305068,3202600
G010305069,3202600
G010305071,3202600
G010305072,3202600
G010305073,3202400
G010305074,3202400
G010305075,3202400
G010305076,3202400
G010305077,3202400
G010305078,3202400
G010305079,3202400
G010305081,3202200
G010305082,3202200
G010305083,3202200
G010305084,3202200
G010305085,3202200
G010305086,3202200
G010305087,3202200
G010305088,3202200
G010305089,3202000
G010305091,3202000
G010305092,3202000
G010305093,3202000
G010305094,3202000
G010305095,3202000
G010305096,3202000
G010305097,3201800
G010305098,3201800
G010305099,3201800
G010306001,3204200
G010306002,3204200
G010306003,3204200
G010306004,3204200
G010306005,3204200
G010306006,3204200
G010306007,3204200
G010306008,3204200
G010306009,3204000
G010306011,3204000
G010306012,3204000
G010306013,3204000
G010306014,3204000
G010306015,3204000
G010306016,3204000
G010306017,3203800
G010306018,3203800
G010306019,3203800
G010306021,3203800
G010306022,3203800
G010306023,3203800
G010306024,3203800
G010306025,3203600
G010306026,3203600
G010306027,3203600
G010306028,3203600
G010306029,3203600
G010306031,3203600
G010306032,3203600
G010306033,3203400
G010306034,3203400
G010306035,3203400
G010306036,3203400
G010306037,3203400
G010306038,3203400
G010306039,3203400
G010306041,3203200
G010306042,3203200
G010306043,3203200
G010306044,3203200
G010306045,3203200
G010306046,3203200
G010306047,3203200
G010306048,3203200
G010306049,3203000
G010306051,3203000
G010306052,3203000
G010306053,3203000
G010306054,3203000
G010306055,3203000
G010306056,3203000
G010306057,3202800
G010306058,3202800
G010306059,3202800
G010306061,3202800
G010306062,3202800
G010306063,3202800
G010306064,3202800
G010306065,3202600
G010306066,3202600
G010306067,3202600
G010306068,3202600
G010306069,3202600
G010306071,3202600
G010306072,3202600
G010306073,3202400
G010306074,3202400
G010306075,3202400
G010306076,3202400
G010306077,3202400
G010306078,3202400
G010306079,3202400
G010306081,3202200
G010306082,3202200
G010306083,3202200
G010306084,3202200
G010306085,3202200
G010306086,3202200
G010306087,3202200
G010306088,3202200
G010306089,3202000
G010306091,3202000
G010306092,3202000
G010306093,3202000
G010306094,3202000
G010306095,3202000
G010306096,3202000
G010306097,3201800
G010306098,3201800
G010306099,3201800
G010307001,3204200
G010307002,3204200
G010307003,3204200
G010307004,3204200
G010307005,3204200
G010307006,3204200
G010307007,3204200
G010307008,3204200
G010307009,3204000
G010307011,3204000
G010307012,3204000
G010307013,3204000
G010307014,3204000
G010307015,3204000
G010307016,3204000
G010307017,3203800
G010307018,3203800
G010307019,3203800
G010307021,3203800
G010307022,3203800
G010307023,3203800
G010307024,3203800
G010307025,3203600
G010307026,3203600
G010307027,3203600
G010307028,3203600
G010307029,3203600
G010307031,3203600
G010307032,3203600
G010307033,3203400
G010307034,3203400
G010307035,3203400
G010307036,3203400
G010307037,3203400
G010307038,3203400
G010307039,3203400
G010307041,3203200
G010307042,3203200
G010307043,3203200
G010307044,3203200
G010307045,3203200
G010307046,3203200
G010307047,3203200
G010307048,3203200
G010307049,3203000
G010307051,3203000
G010307052,3203000
G010307053,3203000
G010307054,3203000
G010307055,3203000
G010307056,3203000
G010307057,3202800
G010307058,3202800
G010307059,3202800
G010307061,3202800
G010307062,3202800
G010307063,3202800
G010307064,3202800
G010307065,3202600
G010307066,3202600
G010307067,3202600
G010307068,3202600
G010307069,3202600
G010307071,3202600
G010307072,3202600
G010307073,3202400
G010307074,3202400
G010307075,3202400
G010307076,3202400
G010307077,3202400
G010307078,3202400
G010307079,3202400
G010307081,3202200
G010307082,3202200
G010307083,3202200
G010307084,3202200
G010307085,3202200
G010307086,3202200
G010307087,3202200
G010307088,3202200
G010307089,3202000
G010307091,3202000
G010307092,3202000
G010307093,3202000
G010307094,3202000
G010307095,3202000
G010307096,3202000
G010307097,3201800
G010307098,3201800
G010307099,3201800
G010308001,3204200
G010308002,3204200
G010308003,3204200
G010308004,3204200
G010308005,3204200
G010308006,3204200
G010308007,3204200
G010308008,3204200
G010308009,3204000
G010308011,3204000
G010308012,3204000
G010308013,3204000
G010308014,3204000
G010308015,3204000
G010308016,3204000
G010308017,3203800
G010308018,3203800
G010308019,3203800
G010308021,3203800
G010308022,3203800
G010308023,3203800
G010308024,3203800
G010308025,3203600
G010308026,3203600
G010308027,3203600
G010308028,3203600
G010308029,3203600
G010308031,3203600
G010308032,3203600
G010308033,3203400
G010308034,3203400
G010308035,3203400
G010308036,3203400
G010308037,3203400
G010308038,3203400
G010308039,3203400
G010308041,3203200
G010308042,3203200
G010308043,3203200
G010308044,3203200
G010308045,3203200
G010308046,3203200
G010308047,3203200
G010308048,3203200
G010308049,3203000
G010308051,3203000
G010308052,3203000
G010308053,3203000
G010308054,3203000
G010308055,3203000
G010308056,3203000
G010308057,3202800
G010308058,3202800
G010308059,3202800
G010308061,3202800
G010308062,3202800
G010308063,3202800
G010308064,3202800
G010308065,3202600
G010308066,3202600
G010308067,3202600
G010308068,3202600
G010308069,3202600
G010308071,3202600
G010308072,3202600
G010308073,3202400
G010308074,3202400
G010308075,3202400
G010308076,3202400
G010308077,3202400
G010308078,3202400
G010308079,3202400
G010308081,3202200
G010308082,3202200
G010308083,3202200
G010308084,3202200
G010308085,3202200
G010308086,3202200
G010308087,3202200
G010308088,3202200
G010308089,3202000
G010308091,3202000
G010308092,3202000
G010308093,3202000
G010308094,3202000
G010308095,3202000
G010308096,3202000
G010308097,3201800
G010308098,3201800
G010308099,3201800
G010309001,3204200
G010309002,3204200
G010309003,3204200
G010309004,3204200
G010309005,3204200
G010309006,3204200
G010309007,3204200
G010309008,3204200
G010309009,3204000
G010309011,3204000
G010309012,3204000
G010309013,3204000
G010309014,3204000
G010309015,3204000
G010309016,3204000
G010309017,3203800
G010309018,3203800
G010309019,3203800
G010309021,3203800
G010309022,3203800
G010309023,3203800
G010309024,3203800
G010309025,3203600
G010309026,3203600
G010309027,3203600
G010309028,3203600
G010309029,3203600
G010309031,3203600
G010309032,3203600
G010309033,3203400
G010309034,3203400
G010309035,3203400
G010309036,3203400
G010309037,3203400
G010309038,3203400
G010309039,3203400
G010309041,3203200
G010309042,3203200
G010309043,3203200
G010309044,3203200
G010309045,3203200
G010309046,3203200
G010309047,3203200
G010309048,3203200
G010309049,3203000
G010309051,3203000
G010309052,3203000
G010309053,3203000
G010309054,3203000
G010309055,3203000
G010309056,3203000
G010309057,3202800
G010309058,3202800
G010309059,3202800
G010309061,3202800
G010309062,3202800
G010309063,3202800
G010309064,3202800
G010309065,3202600
G010309066,3202600
G010309067,3202600
G010309068,3202600
G010309069,3202600
G010309071,3202600
G010309072,3202600
G010309073,3202400
G010309074,3202400
G010309075,3202400
G010309076,3202400
G010309077,3202400
G010309078,3202400
G010309079,3202400
G010309081,3202200
G010309082,3202200
G010309083,3202200
G010309084,3202200
G010309085,3202200
G010309086,3202200
G010309087,3202200
G010309088,3202200
G010309089,3202000
G010309091,3202000
G010309092,3202000
G010309093,3202000
G010309094,3202000
G010309095,3202000
G010309096,3202000
G010309097,3201800
G010309098,3201800
G010309099,3201800
G020100001,2204400
G020100002,2204400
G020100003,2204400
G020100004,2204400
G020100005,2204400
G020100006,2204400
G020100007,2204400
G020100008,2204400
G020100009,2204600
G020100011,2204600
G020100012,2204600
G020100013,2204600
G020100014,2204600
G020100015,2204600
G020100016,2204600
G020100017,2204800
G020100018,2204800
G020100019,2204800
G020100021,2204800
G020100022,2204800
G020100023,2204800
G020100024,2204800
G020100025,2205000
G020100026,2205000
G020100027,2205000
G020100028,2205000
G020100029,2205000
G020100031,2205000
G020100032,2205000
G020100033,2205200
G020100034,2205200
G020100035,2205200
G020100036,2205200
G020100037,2205200
G020100038,2205200
G020100039,2205200
G020100041,2205400
G020100042,2205400
G020100043,2205400
G020100044,2205400
G020100045,2205400
G020100046,2205400
G020100047,2205400
G020100048,2205400
G020100049,2205600
G020100051,2205600
G020100052,2205600
G020100053,2205600
G020100054,2205600
G020100055,2205600
G020100056,2205600
G020100057,2205800
G020100058,2205800
G020100059,2205800
G020100061,2205800
G020100062,2205800
G020100063,2205800
G020100064,2205800
G020100065,2206000
G020100066,2206000
G020100067,2206000
G020100068,2206000
G020100069,2206000
G020100071,2206000
G020100072,2206000
G020100073,2206200
G020100074,2206200
G020100075,2206200
G020100076,2206200
G020100077,2206200
G020100078,2206200
G020100079,2206200
G020100081,2206400
G020100082,2206400
G020100083,2206400
G020100084,2206400
G020100085,2206400
G020100086,2206400
G020100087,2206400
G020100088,2206400
G020100089,2206600
G020100091,2206600
G020100092,2206600
G020100093,2206600
G020100094,2206600
G020100095,2206600
G020100096,2206600
G020100097,2206800
G020100098,2206800
G020100099,2206800
G020101001,2204400
G020101002,2204400
G020101003,2204400
G020101004,2204400
G020101005,2204400
G020101006,2204400
G020101007,2204400
G020101008,2204400
G020101009,2204600
G020101011,2204600
G020101012,2204600
G020101013,2204600
G020101014,2204600
G020101015,2204600
G020101016,2204600
G020101017,2204800
G020101018,2204800
G020101019,2204800
G020101021,2204800
G020101022,2204800
G020101023,2204800
G020101024,2204800
G020101025,2205000
G020101026,2205000
G020101027,2205000
G020101028,2205000
G020101029,2205000
G020101031,2205000
G020101032,2205000
G020101033,2205200
G020101034,2205200
G020101035,2205200
G020101036,2205200
G020101037,2205200
G020101038,2205200
G020101039,2205200
G020101041,2205400
G020101042,2205400
G020101043,2205400
G020101044,2205400
G020101045,2205400
G020101046,2205400
G020101047,2205400
G020101048,2205400
G020101049,2205600
G020101051,2205600
G020101052,2205600
G020101053,2205600
G020101054,2205600
G020101055,2205600
G020101056,2205600
G020101057,2205800
G020101058,2205800
G020101059,2205800
G020101061,2205800
G020101062,2205800
G020101063,2205800
G020101064,2205800
G020101065,2206000
G020101066,2206000
G020101067,2206000
G020101068,2206000
G020101069,2206000
G020101071,2206000
G020101072,2206000
G020101073,2206200
G020101074,2206200
G020101075,2206200
G020101076,2206200
G020101077,2206200
G020101078,2206200
G020101079,2206200
G020101081,2206400
G020101082,2206400
G020101083,2206400
G020101084,2206400
G020101085,2206400
G020101086,2206400
G020101087,2206400
G020101088,2206400
G020101089,2206600
G020101091,2206600
G020101092,2206600
G020101093,2206600
G020101094,2206600
G020101095,2206600
G020101096,2206600
G020101097,2206800
G020101098,2206800
G020101099,2206800
G020102001,2204400
G020102002,2204400
G020102003,2204400
G020102004,2204400
G020102005,2204400
G020102006,2204400
G020102007,2204400
G020102008,2204400
G020102009,2204600
G020102011,2204600
G020102012,2204600
G020102013,2204600
G020102014,2204600
G020102015,2204600
G020102016,2204600
G020102017,2204800
G020102018,2204800
G020102019,2204800
G020102021,2204800
G020102022,2204800
G020102023,2204800
G020102024,2204800
G020102025,2205000
G020102026,2205000
G020102027,2205000
G020102028,2205000
G020102029,2205000
G020102031,2205000
G020102032,2205000
G020102033,2205200
G020102034,2205200
G020102035,2205200
G020102036,2205200
G020102037,2205200
G020102038,2205200
G020102039,2205200
G020102041,2205400
G020102042,2205400
G020102043,2205400
G020102044,2205400
G020102045,2205400
G020102046,2205400
G020102047,2205400
G020102048,2205400
G020102049,2205600
G020102051,2205600
G020102052,2205600
G020102053,2205600
G020102054,2205600
G020102055,2205600
G020102056,2205600
G020102057,2205800
G020102058,2205800
G020102059,2205800
G020102061,2205800
G020102062,2205800
G020102063,2205800
G020102064,2205800
G020102065,2206000
G020102066,2206000
G020102067,2206000
G020102068,2206000
G020102069,2206000
G020102071,2206000
G020102072,2206000
G020102073,2206200
G020102074,2206200
G020102075,2206200
G020102076,2206200
G020102077,2206200
G020102078,2206200
G020102079,2206200
G020102081,2206400
G020102082,2206400
G020102083,2206400
G020102084,2206400
G020102085,2206400
G020102086,2206400
G020102087,2206400
G020102088,2206400
G020102089,2206600
G020102091,2206600
G020102092,2206600
G020102093,2206600
G020102094,2206600
G020102095,2206600
G020102096,2206600
G020102097,2206800
G020102098,2206800
G020102099,2206800
G020103001,2204400
G020103002,2204400
G020103003,2204400
G020103004,2204400
G020103005,2204400
G020103006,2204400
G020103007,2204400
G020103008,2204400
G020103009,2204600
G020103011,2204600
G020103012,2204600
G020103013,2204600
G020103014,2204600
G020103015,2204600
G020103016,2204600
G020103017,2204800
G020103018,2204800
G020103019,2204800
G020103021,2204800
G020103022,2204800
G020103023,2204800
G020103024,2204800
G020103025,2205000
G020103026,2205000
G020103027,2205000
G020103028,2205000
G020103029,2205000
G020103031,2205000
G020103032,2205000
G020103033,2205200
G020103034,2205200
G020103035,2205200
G020103036,2205200
G020103037,2205200
G020103038,2205200
G020103039,2205200
G020103041,2205400
G020103042,2205400
G020103043,2205400
G020103044,2205400
G020103045,2205400
G020103046,2205400
G020103047,2205400
G020103048,2205400
G020103049,2205600
G020103051,2205600
G020103052,2205600
G020103053,2205600
G020103054,2205600
G020103055,2205600
G020103056,2205600
G020103057,2205800
G020103058,2205800
G020103059,2205800
G020103061,2205800
G020103062,2205800
G020103063,2205800
G020103064,2205800
G020103065,2206000
G020103066,2206000
G020103067,2206000
G020103068,2206000
G020103069,2206000
G020103071,2206000
G020103072,2206000
G020103073,2206200
G020103074,2206200
G020103075,2206200
G020103076,2206200
G020103077,2206200
G020103078,2206200
G020103079,2206200
G020103081,2206400
G020103082,2206400
G020103083,2206400
G020103084,2206400
G020103085,2206400
G020103086,2206400
G020103087,2206400
G020103088,2206400
G020103089,2206600
G020103091,2206600
G020103092,2206600
G020103093,2206600
G020103094,2206600
G020103095,2206600
G020103096,2206600
G020103097,2206800
G020103098,2206800
G020103099,2206800
G020104001,2204400
G020104002,2204400
G020104003,2204400
G020104004,2204400
G020104005,2204400
G020104006,2204400
G020104007,2204400
G020104008,2204400
G020104009,2204600
G020104011,2204600
G020104012,2204600
G020104013,2204600
G020104014,2204600
G020104015,2204600
G020104016,2204600
G020104017,2204800
G020104018,2204800
G020104019,2204800
G020104021,2204800
G020104022,2204800
G020104023,2204800
G020104024,2204800
G020104025,2205000
G020104026,2205000
G020104027,2205000
G020104028,2205000
G020104029,2205000
G020104031,2205000
G020104032,2205000
G020104033,2205200
G020104034,2205200
G020104035,2205200
G020104036,2205200
G020104037,2205200
G020104038,2205200
G020104039,2205200
G020104041,2205400
G020104042,2205400
G020104043,2205400
G020104044,2205400
G020104045,2205400
G020104046,2205400
G020104047,2205400
G020104048,2205400
G020104049,2205600
G020104051,2205600
G020104052,2205600
G020104053,2205600
G020104054,2205600
G020104055,2205600
G020104056,2205600
G020104057,2205800
G020104058,2205800
G020104059,2205800
G020104061,2205800
G020104062,2205800
G020104063,2205800
G020104064,2205800
G020104065,2206000
G020104066,2206000
G020104067,2206000
G020104068,2206000
G020104069,2206000
G020104071,2206000
G020104072,2206000
G020104073,2206200
G020104074,2206200
G020104075,2206200
G020104076,2206200
G020104077,2206200
G020104078,2206200
G020104079,2206200
G020104081,2206400
G020104082,2206400
G020104083,2206400
G020104084,2206400
G020104085,2206400
G020104086,2206400
G020104087,2206400
G020104088,2206400
G020104089,2206600
G020104091,2206600
G020104092,2206600
G020104093,2206600
G020104094,2206600
G020104095,2206600
G020104096,2206600
G020104097,2206800
G020104098,2206800
G020104099,2206800
G020105001,2204400
G020105002,2204400
G020105003,2204400
G020105004,2204400
G020105005,2204400
G020105006,2204400
G020105007,2204400
G020105008,2204400
G020105009,2204600
G020105011,2204600
G020105012,2204600
G020105013,2204600
G020105014,2204600
G020105015,2204600
G020105016,2204600
G020105017,2204800
G020105018,2204800
G020105019,2204800
G020105021,2204800
G020105022,2204800
G020105023,2204800
G020105024,2204800
G020105025,2205000
G020105026,2205000
G020105027,2205000
G020105028,2205000
G020105029,2205000
G020105031,2205000
G020105032,2205000
G020105033,2205200
G020105034,2205200
G020105035,2205200
G020105036,2205200
G020105037,2205200
G020105038,2205200
G020105039,2205200
G020105041,2205400
G020105042,2205400
G020105043,2205400
G020105044,2205400
G020105045,2205400
G020105046,2205400
G020105047,2205400
G020105048,2205400
G020105049,2205600
G020105051,2205600
G020105052,2205600
G020105053,2205600
G020105054,2205600
G020105055,2205600
G020105056,2205600
G020105057,2205800
G020105058,2205800
G020105059,2205800
G020105061,2205800
G020105062,2205800
G020105063,2205800
G020105064,2205800
G020105065,2206000
G020105066,2206000
G020105067,2206000
G020105068,2206000
G020105069,2206000
G020105071,2206000
G020105072,2206000
G020105073,2206200
G020105074,2206200
G020105075,2206200
G020105076,2206200
G020105077,2206200
G020105078,2206200
