Adresa,LocSort
G001900028,4123600
G001900029,4123500
G001901001,4178200
G001901002,4178300
G001901003,4178400
G001901004,4178500
G001901005,4178600
G001901006,4178700
G001901007,4178800
G001901008,4175900
G001901009,4176000
G001901011,4176200
G001901012,4176300
G001901013,4176400
G001901014,4176500
G001901015,4176600
G001901021,4124300
G001901022,4124200
G001901023,4124100
G001901024,4124000
G001901025,4123900
G001901026,4123800
G001901027,4123700
G001901028,4123600
G001901029,4123500
G001902001,4178200
G001902002,4178300
G001902003,4178400
G001902004,4178500
G001902005,4178600
G001902006,4178700
G001902007,4178800
G001902008,4175900
G001902009,4176000
G001902011,4176200
G001902012,4176300
G001902013,4176400
G001902014,4176500
G001902015,4176600
G001902021,4124300
G001902022,4124200
G001902023,4124100
G001902024,4124000
G001902025,4123900
G001902026,4123800
G001902027,4123700
G001902028,4123600
G001902029,4123500
G001903001,4178200
G001903002,4178300
G001903003,4178400
G001903004,4178500
G001903005,4178600
G001903006,4178700
G001903007,4178800
G001903008,4175900
G001903009,4176000
G001903011,4176200
G001903012,4176300
G001903013,4176400
G001903014,4176500
G001903015,4176600
G001903021,4124300
G001903022,4124200
G001903023,4124100
G001903024,4124000
G001903025,4123900
G001903026,4123800
G001903027,4123700
G001903028,4123600
G001903029,4123500
G011100001,3179400
G011100002,3179200
G011100003,3179000
G011100004,3178800
G011100005,3178600
G011100006,3178400
G011100007,3178200
G011100008,3178000
G011100009,3177800
G011100011,3177400
G011100012,3177200
G011100013,3177000
G011100014,3176800
G011100015,3176600
G011100016,3176400
G011100017,3176200
G011100018,3176000
G011100019,3175800
G011100021,3175400
G011100022,3175200
G011100023,3175000
G011100024,3174800
G011100025,3174600
G011100026,3174400
G011100027,3174200
G011100028,3174000
G011100029,3173800
G011101001,3179400
G011101002,3179200
G011101003,3179000
G011101004,3178800
G011101005,3178600
G011101006,3178400
G011101007,3178200
G011101008,3178000
G011101009,3177800
G011101011,3177400
G011101012,3177200
G011101013,3177000
G011101014,3176800
G011101015,3176600
G011101016,3176400
G011101017,3176200
G011101018,3176000
G011101019,3175800
G011101021,3175400
G011101022,3175200
G011101023,3175000
G011101024,3174800
G011101025,3174600
G011101026,3174400
G011101027,3174200
G011101028,3174000
G011101029,3173800
G011102001,3179400
G011102002,3179200
G011102003,3179000
G011102004,3178800
G011102005,3178600
G011102006,3178400
G011102007,3178200
G011102008,3178000
G011102009,3177800
G011102011,3177400
G011102012,3177200
G011102013,3177000
G011102014,3176800
G011102015,3176600
G011102016,3176400
G011102017,3176200
G011102018,3176000
G011102019,3175800
G011102021,3175400
G011102022,3175200
G011102023,3175000
G011102024,3174800
G011102025,3174600
G011102026,3174400
G011102027,3174200
G011102028,3174000
G011102029,3173800
G011103001,3179400
G011103002,3179200
G011103003,3179000
G011103004,3178800
G011103005,3178600
G011103006,3178400
G011103007,3178200
G011103008,3178000
G011103009,3177800
G011103011,3177400
G011103012,3177200
G011103013,3177000
G011103014,3176800
G011103015,3176600
G011103016,3176400
G011103017,3176200
G011103018,3176000
G011103019,3175800
G011103021,3175400
G011103022,3175200
G011103023,3175000
G011103024,3174800
G011103025,3174600
G011103026,3174400
G011103027,3174200
G011103028,3174000
G011103029,3173800
G011200001,3179300
G011200002,3179100
G011200003,3178900
G011200004,3178700
G011200005,3178500
G011200006,3178300
G011200007,3178100
G011200008,3177900
G011200009,3177700
G011200011,3177300
G011200012,3177100
G011200013,3176900
G011200014,3176700
G011200015,3176500
G011200016,3176300
G011200017,3176100
G011200018,3175900
G011200019,3175700
G011200021,3175300
G011200022,3175100
G011200023,3174900
G011200024,3174700
G011200025,3174500
G011200026,3174300
G011200027,3174100
G011200028,3173900
G011200029,3173700
G011201001,3179300
G011201002,3179100
G011201003,3178900
G011201004,3178700
G011201005,3178500
G011201006,3178300
G011201007,3178100
G011201008,3177900
G011201009,3177700
G011201011,3177300
G011201012,3177100
G011201013,3176900
G011201014,3176700
G011201015,3176500
G011201016,3176300
G011201017,3176100
G011201018,3175900
G011201019,3175700
G011201021,3175300
G011201022,3175100
G011201023,3174900
G011201024,3174700
G011201025,3174500
G011201026,3174300
G011201027,3174100
G011201028,3173900
G011201029,3173700
G011202001,3179300
G011202002,3179100
G011202003,3178900
G011202004,3178700
G011202005,3178500
G011202006,3178300
G011202007,3178100
G011202008,3177900
G011202009,3177700
G011202011,3177300
G011202012,3177100
G011202013,3176900
G011202014,3176700
G011202015,3176500
G011202016,3176300
G011202017,3176100
G011202018,3175900
G011202019,3175700
G011202021,3175300
G011202022,3175100
G011202023,3174900
G011202024,3174700
G011202025,3174500
G011202026,3174300
G011202027,3174100
G011202028,3173900
G011202029,3173700
G011203001,3179300
G011203002,3179100
G011203003,3178900
G011203004,3178700
G011203005,3178500
G011203006,3178300
G011203007,3178100
G011203008,3177900
G011203009,3177700
G011203011,3177300
G011203012,3177100
G011203013,3176900
G011203014,3176700
G011203015,3176500
G011203016,3176300
G011203017,3176100
G011203018,3175900
G011203019,3175700
G011203021,3175300
G011203022,3175100
G011203023,3174900
G011203024,3174700
G011203025,3174500
G011203026,3174300
G011203027,3174100
G011203028,3173900
G011203029,3173700
G011300001,3167200
G011300002,3167400
G011300003,3167600
G011300004,3167800
G011300005,3168000
G011300006,3168200
G011300007,3168400
G011300008,3168600
G011300009,3168800
G011300011,3169200
G011300012,3169400
G011300013,3169600
G011300014,3169800
G011300015,3170000
G011300016,3170200
G011300017,3170400
G011300018,3170600
G011300019,3170800
G011300021,3171200
G011300022,3171400
G011300023,3171600
G011300024,3171800
G011300025,3172000
G011300026,3172200
G011300027,3172400
G011300028,3172600
G011300029,3172800
G011301001,3167200
G011301002,3167400
G011301003,3167600
G011301004,3167800
G011301005,3168000
G011301006,3168200
G011301007,3168400
G011301008,3168600
G011301009,3168800
G011301011,3169200
G011301012,3169400
G011301013,3169600
G011301014,3169800
G011301015,3170000
G011301016,3170200
G011301017,3170400
G011301018,3170600
G011301019,3170800
G011301021,3171200
G011301022,3171400
G011301023,3171600
G011301024,3171800
G011301025,3172000
G011301026,3172200
G011301027,3172400
G011301028,3172600
G011301029,3172800
G011302001,3167200
G011302002,3167400
G011302003,3167600
G011302004,3167800
G011302005,3168000
G011302006,3168200
G011302007,3168400
G011302008,3168600
G011302009,3168800
G011302011,3169200
G011302012,3169400
G011302013,3169600
G011302014,3169800
G011302015,3170000
G011302016,3170200
G011302017,3170400
G011302018,3170600
G011302019,3170800
G011302021,3171200
G011302022,3171400
G011302023,3171600
G011302024,3171800
G011302025,3172000
G011302026,3172200
G011302027,3172400
G011302028,3172600
G011302029,3172800
G011303001,3167200
G011303002,3167400
G011303003,3167600
G011303004,3167800
G011303005,3168000
G011303006,3168200
G011303007,3168400
G011303008,3168600
G011303009,3168800
G011303011,3169200
G011303012,3169400
G011303013,3169600
G011303014,3169800
G011303015,3170000
G011303016,3170200
G011303017,3170400
G011303018,3170600
G011303019,3170800
G011303021,3171200
G011303022,3171400
G011303023,3171600
G011303024,3171800
G011303025,3172000
G011303026,3172200
G011303027,3172400
G011303028,3172600
G011303029,3172800
G011400001,3167100
G011400002,3167300
G011400003,3167500
G011400004,3167700
G011400005,3167900
G011400006,3168100
G011400007,3168300
G011400008,3168500
G011400009,3168700
G011400011,3169100
G011400012,3169300
G011400013,3169500
G011400014,3169700
G011400015,3169900
G011400016,3170100
G011400017,3170300
G011400018,3170500
G011400019,3170700
G011400021,3171100
G011400022,3171300
G011400023,3171500
G011400024,3171700
G011400025,3171900
G011400026,3172100
G011400027,3172300
G011400028,3172500
G011400029,3172700
G011401001,3167100
G011401002,3167300
G011401003,3167500
G011401004,3167700
G011401005,3167900
G011401006,3168100
G011401007,3168300
G011401008,3168500
G011401009,3168700
G011401011,3169100
G011401012,3169300
G011401013,3169500
G011401014,3169700
G011401015,3169900
G011401016,3170100
G011401017,3170300
G011401018,3170500
G011401019,3170700
G011401021,3171100
G011401022,3171300
G011401023,3171500
G011401024,3171700
G011401025,3171900
G011401026,3172100
G011401027,3172300
G011401028,3172500
G011401029,3172700
G011402001,3167100
G011402002,3167300
G011402003,3167500
G011402004,3167700
G011402005,3167900
G011402006,3168100
G011402007,3168300
G011402008,3168500
G011402009,3168700
G011402011,3169100
G011402012,3169300
G011402013,3169500
G011402014,3169700
G011402015,3169900
G011402016,3170100
G011402017,3170300
G011402018,3170500
G011402019,3170700
G011402021,3171100
G011402022,3171300
G011402023,3171500
G011402024,3171700
G011402025,3171900
G011402026,3172100
G011402027,3172300
G011402028,3172500
G011402029,3172700
G011403001,3167100
G011403002,3167300
G011403003,3167500
G011403004,3167700
G011403005,3167900
G011403006,3168100
G011403007,3168300
G011403008,3168500
G011403009,3168700
G011403011,3169100
G011403012,3169300
G011403013,3169500
G011403014,3169700
G011403015,3169900
G011403016,3170100
G011403017,3170300
G011403018,3170500
G011403019,3170700
G011403021,3171100
G011403022,3171300
G011403023,3171500
G011403024,3171700
G011403025,3171900
G011403026,3172100
G011403027,3172300
G011403028,3172500
G011403029,3172700
G011500001,3167000
G011500002,3166800
G011500003,3166600
G011500004,3166400
G011500005,3166200
G011500006,3166000
G011500007,3165800
G011500008,3165600
G011500009,3165400
G011500011,3165000
G011500012,3164800
G011500013,3164600
G011500014,3164400
G011500015,3164200
G011500016,3164000
G011500017,3163800
G011500018,3163600
G011500019,3163400
G011500021,3163000
G011500022,3162800
G011500023,3162600
G011500024,3162400
G011500025,3162200
G011500026,3162000
G011500027,3161800
G011500028,3161600
G011500029,3161400
G011501001,3167000
G011501002,3166800
G011501003,3166600
G011501004,3166400
G011501005,3166200
G011501006,3166000
G011501007,3165800
G011501008,3165600
G011501009,3165400
G011501011,3165000
G011501012,3164800
G011501013,3164600
G011501014,3164400
G011501015,3164200
G011501016,3164000
G011501017,3163800
G011501018,3163600
G011501019,3163400
G011501021,3163000
G011501022,3162800
G011501023,3162600
G011501024,3162400
G011501025,3162200
G011501026,3162000
G011501027,3161800
G011501028,3161600
G011501029,3161400
G011502001,3167000
G011502002,3166800
G011502003,3166600
G011502004,3166400
G011502005,3166200
G011502006,3166000
G011502007,3165800
G011502008,3165600
G011502009,3165400
G011502011,3165000
G011502012,3164800
G011502013,3164600
G011502014,3164400
G011502015,3164200
G011502016,3164000
G011502017,3163800
G011502018,3163600
G011502019,3163400
G011502021,3163000
G011502022,3162800
G011502023,3162600
G011502024,3162400
G011502025,3162200
G011502026,3162000
G011502027,3161800
G011502028,3161600
G011502029,3161400
G011503001,3167000
G011503002,3166800
G011503003,3166600
G011503004,3166400
G011503005,3166200
G011503006,3166000
G011503007,3165800
G011503008,3165600
G011503009,3165400
G011503011,3165000
G011503012,3164800
G011503013,3164600
G011503014,3164400
G011503015,3164200
G011503016,3164000
G011503017,3163800
G011503018,3163600
G011503019,3163400
G011503021,3163000
G011503022,3162800
G011503023,3162600
G011503024,3162400
G011503025,3162200
G011503026,3162000
G011503027,3161800
G011503028,3161600
G011503029,3161400
G011600001,3166900
G011600002,3166700
G011600003,3166500
G011600004,3166300
G011600005,3166100
G011600006,3165900
G011600007,3165700
G011600008,3165500
G011600009,3165300
G011600011,3164900
G011600012,3164700
G011600013,3164500
G011600014,3164300
G011600015,3164100
G011600016,3163900
G011600017,3163700
G011600018,3163500
G011600019,3163300
G011600021,3162900
G011600022,3162700
G011600023,3162500
G011600024,3162300
G011600025,3162100
G011600026,3161900
G011600027,3161700
G011600028,3161500
G011600029,3161300
G011601001,3166900
G011601002,3166700
G011601003,3166500
G011601004,3166300
G011601005,3166100
G011601006,3165900
G011601007,3165700
G011601008,3165500
G011601009,3165300
G011601011,3164900
G011601012,3164700
G011601013,3164500
G011601014,3164300
G011601015,3164100
G011601016,3163900
G011601017,3163700
G011601018,3163500
G011601019,3163300
G011601021,3162900
G011601022,3162700
G011601023,3162500
G011601024,3162300
G011601025,3162100
G011601026,3161900
G011601027,3161700
G011601028,3161500
G011601029,3161300
G011602001,3166900
G011602002,3166700
G011602003,3166500
G011602004,3166300
G011602005,3166100
G011602006,3165900
G011602007,3165700
G011602008,3165500
G011602009,3165300
G011602011,3164900
G011602012,3164700
G011602013,3164500
G011602014,3164300
G011602015,3164100
G011602016,3163900
G011602017,3163700
G011602018,3163500
G011602019,3163300
G011602021,3162900
G011602022,3162700
G011602023,3162500
G011602024,3162300
G011602025,3162100
G011602026,3161900
G011602027,3161700
G011602028,3161500
G011602029,3161300
G011603001,3166900
G011603002,3166700
G011603003,3166500
G011603004,3166300
G011603005,3166100
G011603006,3165900
G011603007,3165700
G011603008,3165500
G011603009,3165300
G011603011,3164900
G011603012,3164700
G011603013,3164500
G011603014,3164300
G011603015,3164100
G011603016,3163900
G011603017,3163700
G011603018,3163500
G011603019,3163300
G011603021,3162900
G011603022,3162700
G011603023,3162500
G011603024,3162300
G011603025,3162100
G011603026,3161900
G011603027,3161700
G011603028,3161500
G011603029,3161300
G011700001,3159600
G011700002,3159800
G011700003,3160000
G011700004,3160200
G011700005,3160400
G011700006,3160600
G011700007,3160800
G011701001,3159600
G011701002,3159800
G011701003,3160000
G011701004,3160200
G011701005,3160400
G011701006,3160600
G011701007,3160800
G011702001,3159600
G011702002,3159800
G011702003,3160000
G011702004,3160200
G011702005,3160400
G011702006,3160600
G011702007,3160800
G011703001,3159600
G011703002,3159800
G011703003,3160000
G011703004,3160200
G011703005,3160400
G011703006,3160600
G011703007,3160800
G011800001,3159500
G011800002,3159700
G011800003,3159900
G011800004,3160100
G011800005,3160300
G011800006,3160500
G011800007,3160700
G011801001,3159500
G011801002,3159700
G011801003,3159900
G011801004,3160100
G011801005,3160300
G011801006,3160500
G011801007,3160700
G011802001,3159500
G011802002,3159700
G011802003,3159900
G011802004,3160100
G011802005,3160300
G011802006,3160500
G011802007,3160700
G011803001,3159500
G011803002,3159700
G011803003,3159900
G011803004,3160100
G011803005,3160300
G011803006,3160500
G011803007,3160700
G011900001,3159400
G011900002,3159200
G011900003,3159000
G011900004,3158800
G011900005,3158600
G011900006,3158400
G011900007,3158200
G011900008,3158000
G011900009,3157800
G011900011,3157400
G011900012,3157200
G011900013,3157000
G011900014,3156800
G011900015,3156600
G011900021,3126200
G011900022,3126000
G011900023,3125800
G011900024,3125600
G011900025,3125400
G011900026,3125200
G011900027,3125000
G011900028,3124800
G011900029,3124600
G011901001,3159400
G011901002,3159200
G011901003,3159000
G011901004,3158800
G011901005,3158600
G011901006,3158400
G011901007,3158200
G011901008,3158000
G011901009,3157800
G011901011,3157400
G011901012,3157200
G011901013,3157000
G011901014,3156800
G011901015,3156600
G011901021,3126200
G011901022,3126000
G011901023,3125800
G011901024,3125600
G011901025,3125400
G011901026,3125200
G011901027,3125000
G011901028,3124800
G011901029,3124600
G011902001,3159400
G011902002,3159200
G011902003,3159000
G011902004,3158800
G011902005,3158600
G011902006,3158400
G011902007,3158200
G011902008,3158000
G011902009,3157800
G011902011,3157400
G011902012,3157200
G011902013,3157000
G011902014,3156800
G011902015,3156600
G011902021,3126200
G011902022,3126000
G011902023,3125800
G011902024,3125600
G011902025,3125400
G011902026,3125200
G011902027,3125000
G011902028,3124800
G011902029,3124600
G011903001,3159400
G011903002,3159200
G011903003,3159000
G011903004,3158800
G011903005,3158600
G011903006,3158400
G011903007,3158200
G011903008,3158000
G011903009,3157800
G011903011,3157400
G011903012,3157200
G011903013,3157000
G011903014,3156800
G011903015,3156600
G011903021,3126200
G011903022,3126000
G011903023,3125800
G011903024,3125600
G011903025,3125400
G011903026,3125200
G011903027,3125000
G011903028,3124800
G011903029,3124600
G021100001,2179400
G021100002,2179200
G021100003,2179000
G021100004,2178800
G021100005,2178600
G021100006,2178400
G021100007,2178200
G021100008,2178000
G021100009,2177800
G021100011,2177400
G021100012,2177200
G021100013,2177000
G021100014,2176800
G021100015,2176600
G021100016,2176400
G021100017,2176200
G021100018,2176000
G021100019,2175800
G021100021,2175400
G021100022,2175200
G021100023,2175000
G021100024,2174800
G021100025,2174600
G021100026,2174400
G021100027,2174200
G021100028,2174000
G021100029,2173800
G021101001,2179400
G021101002,2179200
G021101003,2179000
G021101004,2178800
G021101005,2178600
G021101006,2178400
G021101007,2178200
G021101008,2178000
G021101009,2177800
G021101011,2177400
G021101012,2177200
G021101013,2177000
G021101014,2176800
G021101015,2176600
G021101016,2176400
G021101017,2176200
G021101018,2176000
G021101019,2175800
G021101021,2175400
G021101022,2175200
G021101023,2175000
G021101024,2174800
G021101025,2174600
G021101026,2174400
G021101027,2174200
G021101028,2174000
G021101029,2173800
G021102001,2179400
G021102002,2179200
G021102003,2179000
G021102004,2178800
G021102005,2178600
G021102006,2178400
G021102007,2178200
G021102008,2178000
G021102009,2177800
G021102011,2177400
G021102012,2177200
G021102013,2177000
G021102014,2176800
G021102015,2176600
G021102016,2176400
G021102017,2176200
G021102018,2176000
G021102019,2175800
G021102021,2175400
G021102022,2175200
G021102023,2175000
G021102024,2174800
G021102025,2174600
G021102026,2174400
G021102027,2174200
G021102028,2174000
G021102029,2173800
G021103001,2179400
G021103002,2179200
G021103003,2179000
G021103004,2178800
G021103005,2178600
G021103006,2178400
G021103007,2178200
G021103008,2178000
G021103009,2177800
G021103011,2177400
G021103012,2177200
G021103013,2177000
G021103014,2176800
G021103015,2176600
G021103016,2176400
G021103017,2176200
G021103018,2176000
G021103019,2175800
G021103021,2175400
G021103022,2175200
G021103023,2175000
G021103024,2174800
G021103025,2174600
G021103026,2174400
G021103027,2174200
G021103028,2174000
G021103029,2173800
G021200001,2179300
G021200002,2179100
G021200003,2178900
G021200004,2178700
G021200005,2178500
G021200006,2178300
G021200007,2178100
G021200008,2177900
G021200009,2177700
G021200011,2177300
G021200012,2177100
G021200013,2176900
G021200014,2176700
G021200015,2176500
G021200016,2176300
G021200017,2176100
G021200018,2175900
G021200019,2175700
G021200021,2175300
G021200022,2175100
G021200023,2174900
G021200024,2174700
G021200025,2174500
G021200026,2174300
G021200027,2174100
G021200028,2173900
G021200029,2173700
G021201001,2179300
G021201002,2179100
G021201003,2178900
G021201004,2178700
G021201005,2178500
G021201006,2178300
G021201007,2178100
G021201008,2177900
G021201009,2177700
G021201011,2177300
G021201012,2177100
G021201013,2176900
G021201014,2176700
G021201015,2176500
G021201016,2176300
G021201017,2176100
G021201018,2175900
G021201019,2175700
G021201021,2175300
G021201022,2175100
G021201023,2174900
G021201024,2174700
G021201025,2174500
G021201026,2174300
G021201027,2174100
G021201028,2173900
G021201029,2173700
G021202001,2179300
G021202002,2179100
G021202003,2178900
G021202004,2178700
G021202005,2178500
G021202006,2178300
G021202007,2178100
G021202008,2177900
G021202009,2177700
G021202011,2177300
G021202012,2177100
G021202013,2176900
G021202014,2176700
G021202015,2176500
G021202016,2176300
G021202017,2176100
G021202018,2175900
G021202019,2175700
G021202021,2175300
G021202022,2175100
G021202023,2174900
G021202024,2174700
G021202025,2174500
G021202026,2174300
G021202027,2174100
G021202028,2173900
G021202029,2173700
G021203001,2179300
G021203002,2179100
G021203003,2178900
G021203004,2178700
G021203005,2178500
G021203006,2178300
G021203007,2178100
G021203008,2177900
G021203009,2177700
G021203011,2177300
G021203012,2177100
G021203013,2176900
G021203014,2176700
G021203015,2176500
G021203016,2176300
G021203017,2176100
G021203018,2175900
G021203019,2175700
G021203021,2175300
G021203022,2175100
G021203023,2174900
G021203024,2174700
G021203025,2174500
G021203026,2174300
G021203027,2174100
G021203028,2173900
G021203029,2173700
G021300001,2167200
G021300002,2167400
G021300003,2167600
G021300004,2167800
G021300005,2168000
G021300006,2168200
G021300007,2168400
G021300008,2168600
G021300009,2168800
G021300011,2169200
G021300012,2169400
G021300013,2169600
G021300014,2169800
G021300015,2170000
G021300016,2170200
G021300017,2170400
G021300018,2170600
G021300019,2170800
G021300021,2171200
G021300022,2171400
G021300023,2171600
G021300024,2171800
G021300025,2172000
G021300026,2172200
G021300027,2172400
G021300028,2172600
G021300029,2172800
G021301001,2167200
G021301002,2167400
G021301003,2167600
G021301004,2167800
G021301005,2168000
G021301006,2168200
G021301007,2168400
G021301008,2168600
G021301009,2168800
G021301011,2169200
G021301012,2169400
G021301013,2169600
G021301014,2169800
G021301015,2170000
G021301016,2170200
G021301017,2170400
G021301018,2170600
G021301019,2170800
G021301021,2171200
G021301022,2171400
G021301023,2171600
G021301024,2171800
G021301025,2172000
G021301026,2172200
G021301027,2172400
G021301028,2172600
G021301029,2172800
G021302001,2167200
G021302002,2167400
G021302003,2167600
G021302004,2167800
G021302005,2168000
G021302006,2168200
G021302007,2168400
G021302008,2168600
G021302009,2168800
G021302011,2169200
G021302012,2169400
G021302013,2169600
G021302014,2169800
G021302015,2170000
G021302016,2170200
G021302017,2170400
G021302018,2170600
G021302019,2170800
G021302021,2171200
G021302022,2171400
G021302023,2171600
G021302024,2171800
G021302025,2172000
G021302026,2172200
G021302027,2172400
G021302028,2172600
G021302029,2172800
G021303001,2167200
G021303002,2167400
G021303003,2167600
G021303004,2167800
G021303005,2168000
G021303006,2168200
G021303007,2168400
G021303008,2168600
G021303009,2168800
G021303011,2169200
G021303012,2169400
G021303013,2169600
G021303014,2169800
G021303015,2170000
G021303016,2170200
G021303017,2170400
G021303018,2170600
G021303019,2170800
G021303021,2171200
G021303022,2171400
G021303023,2171600
G021303024,2171800
G021303025,2172000
G021303026,2172200
G021303027,2172400
G021303028,2172600
G021303029,2172800
G021400001,2167100
G021400002,2167300
G021400003,2167500
G021400004,2167700
G021400005,2167900
G021400006,2168100
G021400007,2168300
G021400008,2168500
G021400009,2168700
G021400011,2169100
G021400012,2169300
G021400013,2169500
G021400014,2169700
G021400015,2169900
G021400016,2170100
G021400017,2170300
G021400018,2170500
G021400019,2170700
G021400021,2171100
G021400022,2171300
G021400023,2171500
G021400024,2171700
G021400025,2171900
G021400026,2172100
G021400027,2172300
G021400028,2172500
G021400029,2172700
G021401001,2167100
G021401002,2167300
G021401003,2167500
G021401004,2167700
G021401005,2167900
G021401006,2168100
G021401007,2168300
G021401008,2168500
G021401009,2168700
G021401011,2169100
G021401012,2169300
G021401013,2169500
G021401014,2169700
G021401015,2169900
G021401016,2170100
G021401017,2170300
G021401018,2170500
G021401019,2170700
G021401021,2171100
G021401022,2171300
G021401023,2171500
G021401024,2171700
G021401025,2171900
G021401026,2172100
G021401027,2172300
G021401028,2172500
G021401029,2172700
G021402001,2167100
G021402002,2167300
G021402003,2167500
G021402004,2167700
G021402005,2167900
G021402006,2168100
G021402007,2168300
G021402008,2168500
G021402009,2168700
G021402011,2169100
G021402012,2169300
G021402013,2169500
G021402014,2169700
G021402015,2169900
G021402016,2170100
G021402017,2170300
G021402018,2170500
G021402019,2170700
G021402021,2171100
G021402022,2171300
G021402023,2171500
G021402024,2171700
G021402025,2171900
G021402026,2172100
G021402027,2172300
G021402028,2172500
G021402029,2172700
G021403001,2167100
G021403002,2167300
G021403003,2167500
G021403004,2167700
G021403005,2167900
G021403006,2168100
G021403007,2168300
G021403008,2168500
G021403009,2168700
G021403011,2169100
G021403012,2169300
G021403013,2169500
G021403014,2169700
G021403015,2169900
G021403016,2170100
G021403017,2170300
G021403018,2170500
G021403019,2170700
G021403021,2171100
G021403022,2171300
G021403023,2171500
G021403024,2171700
G021403025,2171900
G021403026,2172100
G021403027,2172300
G021403028,2172500
G021403029,2172700
G021500001,2167000
G021500002,2166800
G021500003,2166600
G021500004,2166400
G021500005,2166200
G021500006,2166000
G021500007,2165800
G021500008,2165600
G021500009,2165400
G021500011,2165000
G021500012,2164800
G021500013,2164600
G021500014,2164400
G021500015,2164200
G021500016,2164000
G021500017,2163800
G021500018,2163600
G021500019,2163400
G021500021,2163000
G021500022,2162800
G021500023,2162600
G021500024,2162400
G021500025,2162200
G021500026,2162000
G021500027,2161800
G021500028,2161600
G021500029,2161400
G021501001,2167000
G021501002,2166800
G021501003,2166600
G021501004,2166400
G021501005,2166200
G021501006,2166000
G021501007,2165800
G021501008,2165600
G021501009,2165400
G021501011,2165000
G021501012,2164800
G021501013,2164600
G021501014,2164400
G021501015,2164200
G021501016,2164000
G021501017,2163800
G021501018,2163600
G021501019,2163400
G021501021,2163000
G021501022,2162800
G021501023,2162600
G021501024,2162400
G021501025,2162200
G021501026,2162000
G021501027,2161800
G021501028,2161600
G021501029,2161400
G021502001,2167000
G021502002,2166800
G021502003,2166600
G021502004,2166400
G021502005,2166200
G021502006,2166000
G021502007,2165800
G021502008,2165600
G021502009,2165400
G021502011,2165000
G021502012,2164800
G021502013,2164600
G021502014,2164400
G021502015,2164200
G021502016,2164000
G021502017,2163800
G021502018,2163600
G021502019,2163400
G021502021,2163000
G021502022,2162800
G021502023,2162600
G021502024,2162400
G021502025,2162200
G021502026,2162000
G021502027,2161800
G021502028,2161600
G021502029,2161400
G021503001,2167000
G021503002,2166800
G021503003,2166600
G021503004,2166400
G021503005,2166200
G021503006,2166000
G021503007,2165800
G021503008,2165600
G021503009,2165400
G021503011,2165000
G021503012,2164800
G021503013,2164600
G021503014,2164400
G021503015,2164200
G021503016,2164000
G021503017,2163800
G021503018,2163600
G021503019,2163400
G021503021,2163000
G021503022,2162800
G021503023,2162600
G021503024,2162400
G021503025,2162200
G021503026,2162000
G021503027,2161800
G021503028,2161600
G021503029,2161400
G021600001,2166900
G021600002,2166700
G021600003,2166500
G021600004,2166300
G021600005,2166100
G021600006,2165900
G021600007,2165700
G021600008,2165500
G021600009,2165300
G021600011,2164900
G021600012,2164700
G021600013,2164500
G021600014,2164300
G021600015,2164100
G021600016,2163900
G021600017,2163700
G021600018,2163500
G021600019,2163300
G021600021,2162900
G021600022,2162700
G021600023,2162500
G021600024,2162300
G021600025,2162100
G021600026,2161900
G021600027,2161700
G021600028,2161500
G021600029,2161300
G021601001,2166900
G021601002,2166700
G021601003,2166500
G021601004,2166300
G021601005,2166100
G021601006,2165900
G021601007,2165700
G021601008,2165500
G021601009,2165300
G021601011,2164900
G021601012,2164700
G021601013,2164500
G021601014,2164300
G021601015,2164100
G021601016,2163900
G021601017,2163700
G021601018,2163500
G021601019,2163300
G021601021,2162900
G021601022,2162700
G021601023,2162500
G021601024,2162300
G021601025,2162100
G021601026,2161900
G021601027,2161700
G021601028,2161500
G021601029,2161300
G021602001,2166900
G021602002,2166700
G021602003,2166500
G021602004,2166300
G021602005,2166100
G021602006,2165900
G021602007,2165700
G021602008,2165500
G021602009,2165300
G021602011,2164900
G021602012,2164700
G021602013,2164500
G021602014,2164300
G021602015,2164100
G021602016,2163900
G021602017,2163700
G021602018,2163500
G021602019,2163300
G021602021,2162900
G021602022,2162700
G021602023,2162500
G021602024,2162300
G021602025,2162100
G021602026,2161900
G021602027,2161700
G021602028,2161500
G021602029,2161300
G021603001,2166900
G021603002,2166700
G021603003,2166500
G021603004,2166300
G021603005,2166100
G021603006,2165900
G021603007,2165700
G021603008,2165500
G021603009,2165300
G021603011,2164900
G021603012,2164700
G021603013,2164500
G021603014,2164300
G021603015,2164100
G021603016,2163900
G021603017,2163700
G021603018,2163500
G021603019,2163300
G021603021,2162900
G021603022,2162700
G021603023,2162500
G021603024,2162300
G021603025,2162100
G021603026,2161900
G021603027,2161700
G021603028,2161500
G021603029,2161300
G021700001,2159600
G021700002,2159800
G021700003,2160000
G021700004,2160200
G021700005,2160400
G021700006,2160600
G021700007,2160800
G021701001,2159600
G021701002,2159800
G021701003,2160000
G021701004,2160200
G021701005,2160400
G021701006,2160600
G021701007,2160800
G021702001,2159600
G021702002,2159800
G021702003,2160000
G021702004,2160200
G021702005,2160400
G021702006,2160600
G021702007,2160800
G021703001,2159600
G021703002,2159800
G021703003,2160000
G021703004,2160200
G021703005,2160400
G021703006,2160600
G021703007,2160800
G021800001,2159500
G021800002,2159700
G021800003,2159900
G021800004,2160100
G021800005,2160300
G021800006,2160500
G021800007,2160700
G021801001,2159500
G021801002,2159700
G021801003,2159900
G021801004,2160100
