dávka,produkt,počet,uložení,vozík,adresa,vlna,
17346833,LNTZA5G0065CZ,1,Policový regál,1172110,G002300029,1432799,45893
17346832,2091470099,2,Policový regál,1172077,G000500019,1432799,47765
17346832,2191060721,1,Komůrkový regál,1172077,G000001209,1432799,47765
17346832,2191060723,2,Policový regál,1172077,G000801026,1432799,47765
17346832,2191080466,1,Komůrkový regál,1172077,G000109112,1432799,47765
17346832,2960899,3,Komůrkový regál,1172077,G000111068,1432799,47765
17346832,48332002791,2,Policový regál,1172077,G001102021,1432799,47765
17346832,48332002792,2,Komůrkový regál,1172077,G000102091,1432799,47765
17346832,51721203,3,Paleta,1172077,VP00200005,1432799,47765
17346832,51722442,2,Policový regál,1172077,G003300007,1432799,47765
17346710,48332005269,1,Policový regál,1172099,G002105008,1432799,7929
17346664,219985133,1,Policový regál,1172096,G001201029,1432799,4814
17346837,2100808906,1,Policový regál,1172111,G001001031,1432799,5463
17346837,2100824527,2,Policový regál,1172111,G001902006,1432799,5463
17346837,219985308,1,Policový regál,1172111,G000501022,1432799,5463
17346837,29601031755,1,Policový regál,1172111,G001302017,1432799,5463
17346837,296010319530,1,Komůrkový regál,1172111,G000103059,1432799,5463
17346837,29601032096086,2,Policový regál,1172111,G001001021,1432799,5463
17346837,29601032096088,1,Policový regál,1172111,G000502006,1432799,5463
17346837,2960103209610,2,Policový regál,1172111,G001003013,1432799,5463
17346837,29602302,1,Policový regál,1172111,G000403013,1432799,5463
17346837,296030803,1,Komůrkový regál,1172111,G000308191,1432799,5463
17346837,34313288,1,Policový regál,1172111,G001602007,1432799,5463
17346837,34313331,1,Paleta,1172111,VP00100009,1432799,5463
17346837,35120112,1,Policový regál,1172111,G000800007,1432799,5463
17346837,35120412,1,Policový regál,1172111,G002403023,1432799,5463
17346837,51721152,2,Policový regál,1172111,G002300002,1432799,5463
17346837,5172231526,1,Komůrkový regál,1172111,G000210187,1432799,5463
17346837,52607318011,4,Policový regál,1172111,G001003015,1432799,5463
17346837,20500220162,1,Paleta,1172111,V001203043,1432799,5463
17346837,2050022474,1,Paleta,1172111,V001203049,1432799,5463
17346837,2050024001,1,Paleta,1172111,V001107029,1432799,5463
17346837,2050024085,1,Paleta,1172111,V001205042,1432799,5463
17346837,2050024092,1,Paleta,1172111,V001106030,1432799,5463
17346837,205011021,1,Paleta,1172111,V001202034,1432799,5463
17346837,205A00000165,2,Paleta,1172111,V001106018,1432799,5463
17346837,205A00002,1,Paleta,1172111,V001207051,1432799,5463
17346837,205A00013,1,Paleta,1172111,V001204034,1432799,5463
17346837,205A00014,1,Paleta,1172111,V001206042,1432799,5463
17346837,34313282,1,Paleta,1172111,V000701005,1432799,5463
17346837,34323385,1,Paleta,1172111,V000401003,1432799,5463
17346837,EC13T66414A10,1,Paleta,1172111,V001106051,1432799,5463
17346837,EPR02114Z,4,Paleta,1172111,V000900003,1432799,5463
17346837,LNZGX20K11844,1,Paleta,1172111,V000201004,1432799,5463
17346574,95895868338,1,Policový regál,1172072,G003203025,1432799,23155
17346846,EC13T945340,2,Policový regál,1172111,G003100028,1432799,38675
17346846,EC13T945440,2,Policový regál,1172111,G002501031,1432799,38675
17346846,EC13T945140,2,Paleta,1172111,V000302003,1432799,38675
17346846,EC13T945240,2,Paleta,1172111,V000902002,1432799,38675
17346839,95SG108276,1,Paleta,1172111,V001104047,1432799,40278
17346839,958966287,1,Komůrkový regál,1172111,G000207096,1432799,40278
17346838,51700019795,1,Policový regál,1172111,G000602010,1432799,21093
17346838,5170006096,2,Komůrkový regál,1172111,G000205097,1432799,21093
17346836,95SGP1121,1,Policový regál,1172077,G001101026,1432799,44852
17346836,95SGP1126,3,Policový regál,1172077,G000501004,1432799,44852
17346836,95SGP1146,30,Policový regál,1172077,G001001014,1432799,44852
17346836,95SGP58440,1,Policový regál,1172077,G000601014,1432799,44852
17346836,95SGP58462,4,Komůrkový regál,1172077,G000003158,1432799,44852
17346836,95SGP58475,2,Policový regál,1172077,G003301022,1432799,44852
17346836,95SGP58505,2,Komůrkový regál,1172077,G003607167,1432799,44852
17346836,95SGP58506,8,Policový regál,1172077,G001003003,1432799,44852
17346836,95SGP8467,5,Policový regál,1172077,G001902005,1432799,44852
17346836,95SGP8521,2,Policový regál,1172077,G000402013,1432799,44852
17346836,95SGN10240,2,Policový regál,1172077,G002504028,1432799,44852
17346836,95SGN10248,1,Policový regál,1172077,G002301023,1432799,44852
17346836,95SGP1064,10,Policový regál,1172077,G001002007,1432799,44852
17346836,95SGP1104,3,Policový regál,1172077,G001002024,1432799,44852
17346836,95SGP1112,3,Policový regál,1172077,G001400020,1432799,44852
17346836,95SG35929,6,Paleta,1172077,V001108035,1432799,44852
17346841,205517504,2,Paleta,1172111,V001207006,1432799,40278
17346841,2191060346,1,Komůrkový regál,1172111,G000106238,1432799,40278
17346848,2100808805,1,Policový regál,1172111,G001000029,1432799,16426
17346848,23100000465,1,Policový regál,1172111,G001103029,1432799,16426
17346848,23100000501,1,Policový regál,1172111,G001500007,1432799,16426
17346848,23100000506,1,Policový regál,1172111,G002100015,1432799,16426
17346851,296030818,100,Policový regál,,G001100023,1432799,19322
17346847,1930704110,1,Policový regál,1172078,G002301023,1432799,29547
17346847,20083177,1,Policový regál,1172078,G002000006,1432799,29547
17346847,2199860763,3,Komůrkový regál,1172078,G000004157,1432799,29547
17346847,20169212536,1,Paleta,1172078,V001205045,1432799,29547
17346847,203A318,1,Paleta,1172078,V001207054,1432799,29547
17346847,20520514,1,Paleta,1172078,V001207050,1432799,29547
17346847,23100000260,1,Paleta,1172078,V000603001,1432799,29547
17346976,LNN82KB0002CK,1,Paleta,1172080,V000502004,1432799,40226
17346841,95XI329,1,Paleta,1172111,V001209041,1432799,40278
17346841,958971258,2,Policový regál,1172111,G000404010,1432799,40278
17346853,EC13T945340,1,Policový regál,1172111,G003100028,1432799,17040
17346853,EC13T945440,1,Policový regál,1172111,G002501031,1432799,17040
17346853,EC13T945140,2,Paleta,1172111,V000302003,1432799,17040
17346853,EC13T945240,1,Paleta,1172111,V000902002,1432799,17040
17346841,205517508,1,Paleta,1172111,V001206005,1432799,40278
17346841,95HWW23,1,Paleta,1172111,V001207045,1432799,40278
17346841,95HWW24,1,Paleta,1172111,V001209047,1432799,40278
17346450,23100000412,3,Komůrkový regál,1172059,G000304199,1432799,25527
17346450,23100000413,3,Policový regál,1172059,G002501009,1432799,25527
17346450,5170001801,5,Policový regál,1172059,G003201028,1432799,25527
17346450,296010320978,2,Komůrkový regál,1172059,G000105100,1432799,25527
17346854,2960103209904,1,Komůrkový regál,1172112,G000102057,1432799,40273
17346854,2055180454,1,Paleta,1172112,V001106029,1432799,40273
17346854,9581V218,1,Paleta,1172112,V001107020,1432799,40273
17346854,95895320370,1,Policový regál,1172112,G000602011,1432799,40273
17346854,9589587563,1,Komůrkový regál,1172112,G000105183,1432799,40273
17346854,95SG10839AT,2,Paleta,1172112,V001108047,1432799,40273
17346854,95SGB907,1,Komůrkový regál,1172112,G003611160,1432799,40273
17346601,34313364,4,Policový regál,1172092,G003003007,1432799,13223
17346601,34313365,4,Policový regál,1172092,G002203027,1432799,13223
17346601,34313366,4,Policový regál,1172092,G001001029,1432799,13223
17346601,34313380,6,Policový regál,1172092,G000503031,1432799,13223
17346855,216830038,1,Policový regál,1172062,G001601012,1432799,49783
17346855,219986100014,1,Komůrkový regál,1172062,G000111171,1432799,49783
17346855,2960103209751,1,Policový regál,1172062,G000702021,1432799,49783
17346855,35120463,1,Policový regál,1172062,G002703012,1432799,49783
17346855,35120465,1,Policový regál,1172062,G002804010,1432799,49783
17346855,51721356,1,Paleta,1172062,V000602003,1432799,49783
17346855,39119211,4,Paleta,1172062,V000704005,1432799,49783
17346487,2100808901,1,Policový regál,1172086,G002202009,1432799,3873
17346487,29493235,1,Komůrkový regál,1172086,G000101201,1432799,3873
17346487,517211361,1,Policový regál,1172086,G001002013,1432799,3873
17347050,809-T5D-03504PC,1,Paleta,1172127,V001103018,1432799,4616
17346857,2191080741,1,Komůrkový regál,1172112,G000203217,1432799,6563
17346857,EC12C934591,1,Policový regál,1172112,G001000012,1432799,6563
17346857,EC13T866140,1,Policový regál,1172112,G003003007,1432799,6563
17346857,EC13T908140,1,Policový regál,1172112,G003001023,1432799,6563
17346738,2191060299,3,Komůrkový regál,1172102,G003602185,1432799,39319
17346685,29493221,1,Komůrkový regál,1172097,G000203079,1432799,7929
17346685,29602250,1,Policový regál,1172097,G001201023,1432799,7929
17346685,297401122,1,Policový regál,1172097,G002602028,1432799,7929
17346685,51722209,1,Paleta,1172097,V000401002,1432799,7929
17346685,9589584265,1,Komůrkový regál,1172097,G003602157,1432799,7929
17346858,213590799112,1,Policový regál,1172067,G000501020,1432799,7929
17346858,21665040910242,1,Paleta,1172067,V000202004,1432799,7929
17346858,217188476,1,Policový regál,1172067,G000701010,1432799,7929
17346858,219986099957,1,Policový regál,1172067,G002303022,1432799,7929
17346858,23100000512,2,Policový regál,1172067,G002500029,1432799,7929
17346858,2960103902,1,Policový regál,1172067,G001301031,1432799,7929
17346858,29602195,2,Policový regál,1172067,G001700006,1432799,7929
17346858,29602293,1,Policový regál,1172067,G001102016,1432799,7929
17346858,29603045,1,Policový regál,1172067,G001501011,1432799,7929
17346858,297401122,1,Policový regál,1172067,G002602028,1432799,7929
17346858,297408533,1,Komůrkový regál,1172067,G000004011,1432799,7929
17346858,9589584760,1,Komůrkový regál,1172067,G003605230,1432799,7929
17346858,95SG10872,1,Paleta,1172067,V001106050,1432799,7929
17346858,98967630355,1,Policový regál,1172067,G001402011,1432799,7929
17346858,98967630414,1,Policový regál,1172067,G000402012,1432799,7929
17346870,213590799112,1,Policový regál,1172112,G000501020,1432799,7929
17346870,29493161,1,Komůrkový regál,1172112,G000104175,1432799,7929
17346870,2974085391,2,Policový regál,1172112,G002204024,1432799,7929
17346870,51722209,1,Paleta,1172112,V000401002,1432799,7929
17346870,5172231526,1,Policový regál,1172112,G001801002,1432799,7929
17346867,29493238,1,Policový regál,1172078,G000603018,1432799,7929
17346867,29602195,3,Policový regál,1172078,G001700006,1432799,7929
17346867,29602244,1,Policový regál,1172078,G001400002,1432799,7929
17346867,29602246,1,Komůrkový regál,1172078,G000307038,1432799,7929
17346867,296030810,1,Policový regál,1172078,G000503018,1432799,7929
17346867,297308531,1,Policový regál,1172078,G001003017,1432799,7929
17346867,297401122,1,Policový regál,1172078,G002602028,1432799,7929
17346867,297405130,2,Policový regál,1172078,G001402025,1432799,7929
17346867,98967630347,1,Policový regál,1172078,G000502030,1432799,7929
17346867,98967630355,1,Policový regál,1172078,G001402011,1432799,7929
17346867,98967630414,1,Policový regál,1172078,G000402012,1432799,7929
17346710,2050028023,1,Paleta,1172099,V001202048,1432799,7929
17346858,133041-MK0C2SK,1,Paleta,1172067,V000902002,1432799,7929
17346858,1855000027,1,Policový regál,1172067,G001002005,1432799,7929
17346858,208860053,1,Paleta,1172067,V000802003,1432799,7929
17346858,2100824601,1,Policový regál,1172067,G001101009,1432799,7929
17346858,2191062139,2,Komůrkový regál,1172067,G000003127,1432799,7929
17346858,29493074,1,Policový regál,1172067,G001800001,1432799,7929
17346858,958BO813,1,Komůrkový regál,1172067,G000207190,1432799,7929
17346858,LNZGX40V10007,1,Paleta,1172067,V000204004,1432799,7929
17346867,185-FX506HE-HN306W,1,Paleta,1172078,V000802003,1432799,7929
17346867,20500220350,2,Paleta,1172078,V001204046,1432799,7929
17346867,21090018,1,Komůrkový regál,1172078,G000206090,1432799,7929
17346867,2191060346,1,Komůrkový regál,1172078,G000106238,1432799,7929
17346867,35120305,1,Policový regál,1172078,G001102010,1432799,7929
17346867,51721318909,1,Paleta,1172078,V000702001,1432799,7929
17346877,185190332009,2,Policový regál,1172113,G002802003,1432799,15342
17346851,AQ512485-B21,1,Paleta,,V001110029,1432799,19322
17346851,AQ652503-B21,1,Policový regál,,G001404002,1432799,19322
17346851,AQP06033-B21,3,Paleta,,V001203041,1432799,19322
17346851,AQP27194-B21,1,Policový regál,,G001204006,1432799,19322
17346851,AQP28352-B21,7,Policový regál,,G002600023,1432799,19322
17346851,AQP36922-B21,1,Policový regál,,G002404020,1432799,19322
17346851,AQP37034-B21,1,Policový regál,,G001303027,1432799,19322
17346851,AQP38995-B21,1,Policový regál,,G002504021,1432799,19322
17346851,AQP40503-B21,3,Policový regál,,G002203008,1432799,19322
17346876,1319981-MK2A3IE-SK,1,Policový regál,1172113,G000602004,1432799,19379
17346841,9589587511,1,Komůrkový regál,1172111,G000306230,1432799,40278
17346874,95895868252,5,Komůrkový regál,1172112,G000208244,1432799,40489
17346874,95895891,5,Komůrkový regál,1172112,G000206233,1432799,40489
17346874,95SG3592992,1,Paleta,1172112,V001108033,1432799,40489
17346874,95SG54831,1,Paleta,1172112,V001110033,1432799,40489
17346874,95XI269,1,Paleta,1172112,V001000004,1432799,40489
17346874,95XI2701,1,Paleta,1172112,V001105046,1432799,40489
17346865,95895251138,1,Policový regál,1172112,G003403028,1432799,41051
17346865,95895872648,1,Komůrkový regál,1172112,G000301021,1432799,41051
17346865,2960860,3,Policový regál,1172112,G000502024,1432799,41051
17346862,20454147,1,Paleta,1172112,V001203026,1432799,46475
17346862,296010320262,5,Komůrkový regál,1172112,G000102055,1432799,46475
17346862,296090,1,Komůrkový regál,1172112,G000209021,1432799,46475
17346862,34323307,1,Policový regál,1172112,G002702007,1432799,46475
17346870,35120371,1,Policový regál,1172112,G000601023,1432799,7929
17346875,31701542,1,Policový regál,1172113,G000400020,1432799,5333
17346873,2100808825,1,Policový regál,1172112,G000700015,1432799,8322
17346873,2100808865,1,Policový regál,1172112,G001502018,1432799,8322
17346873,29493201,1,Komůrkový regál,1172112,G000301129,1432799,8322
17346873,29493225,1,Policový regál,1172112,G000601013,1432799,8322
17346873,29493262,2,Policový regál,1172112,G000901016,1432799,8322
17346873,9588080221,1,Komůrkový regál,1172112,G000310207,1432799,8322
17346873,95ALPS918,1,Policový regál,1172112,G002202021,1432799,8322
17346873,98702500,1,Paleta,1172112,V000702004,1432799,8322
17346873,EC13S400038,1,Policový regál,1172112,G000501027,1432799,8322
17346496,5172231526,14,Policový regál,1172070,G001801002,1432799,14170
17346496,KCP432SS8-8,3,Paleta,1172070,V001202042,1432799,14170
17346496,LNZ4X20M26272,1,Policový regál,1172070,G000803027,1432799,14170
17346872,18704836214153766V,1,Paleta,1172078,V000802003,1432799,28320
17346872,202271107,1,Paleta,1172078,V000903001,1432799,28320
17346872,21008075,1,Policový regál,1172078,G003302030,1432799,28320
17346872,210080872,1,Policový regál,1172078,G001501023,1432799,28320
17346872,210080873,1,Policový regál,1172078,G000801022,1432799,28320
17346872,2100808878,5,Policový regál,1172078,G002001001,1432799,28320
17346872,217300157,3,Paleta,1172078,V000201002,1432799,28320
17346872,4833200261,1,Komůrkový regál,1172078,G000107132,1432799,28320
17346872,51721152,2,Policový regál,1172078,G002300002,1432799,28320
17346872,517211541,2,Policový regál,1172078,G000700011,1432799,28320
17346864,204090001781,1,Policový regál,1172112,G002602010,1432799,40527
17346864,21718148,4,Paleta,1172112,V000400005,1432799,40527
17346864,2191080448,1,Policový regál,1172112,G002703026,1432799,40527
17346864,2191080732,1,Policový regál,1172112,G000403002,1432799,40527
17346864,2191099987477,2,Komůrkový regál,1172112,G000105062,1432799,40527
17346864,31701367,1,Paleta,1172112,V000204004,1432799,40527
17346933,517213189132,10,Paleta,1172063,NENALEZ050,1432799,3873
17346882,AQ865414-B21,1,Policový regál,1172079,G001400009,1432799,24890
17346882,AQP00924R-B21,1,Policový regál,1172079,G000900020,1432799,24890
17346882,AQP04556-B21,2,Policový regál,1172079,G002801021,1432799,24890
17346882,AQP18432-B21,2,Policový regál,1172079,G002201031,1432799,24890
17346880,29493236,4,Policový regál,1172113,G000802009,1432799,29854
17346880,29493327,1,Policový regál,1172113,G002401010,1432799,29854
17346880,296010320961,1,Komůrkový regál,1172113,G000206117,1432799,29854
17346880,296010320962,5,Policový regál,1172113,G000503001,1432799,29854
17346880,296010320963,5,Policový regál,1172113,G002202015,1432799,29854
17346880,2960320,5,Komůrkový regál,1172113,G000306070,1432799,29854
17346880,2960355,6,Policový regál,1172113,G001602025,1432799,29854
17346880,V70630,3,Policový regál,1172113,G002601027,1432799,29854
17346879,1930703913,1,Paleta,1172078,V000802002,1432799,22388
17346879,20409009520,1,Policový regál,1172078,G001302001,1432799,22388
17346879,20904896,1,Komůrkový regál,1172078,G000101151,1432799,22388
17346879,2100808893,1,Policový regál,1172078,G001302031,1432799,22388
17346879,2109001510,1,Komůrkový regál,1172078,G000002147,1432799,22388
17346879,210900156,1,Policový regál,1172078,G002304005,1432799,22388
17346879,217181994,1,Policový regál,1172078,G000701004,1432799,22388
17346879,217181995,3,Policový regál,1172078,G000800015,1432799,22388
17346879,23100000508,1,Policový regál,1172078,G001301002,1432799,22388
17346879,296010319293,1,Komůrkový regál,1172078,G000109154,1432799,22388
17346879,34313241,1,Policový regál,1172078,G001602016,1432799,22388
17346879,343132423,1,Paleta,1172078,V000902001,1432799,22388
17346879,34313254,1,Policový regál,1172078,G000401020,1432799,22388
17346879,34313255,1,Policový regál,1172078,G000400015,1432799,22388
17346879,34313272,1,Policový regál,1172078,G002204007,1432799,22388
17346879,34313274,1,Policový regál,1172078,G000400008,1432799,22388
17346879,343133021,1,Policový regál,1172078,G000602024,1432799,22388
17346879,343133022,1,Policový regál,1172078,G001002018,1432799,22388
17346879,34313303,1,Policový regál,1172078,G000602009,1432799,22388
17346879,34313304,1,Policový regál,1172078,G002303020,1432799,22388
17346879,34313331,1,Paleta,1172078,VP00100009,1432799,22388
17346879,34313332,1,Policový regál,1172078,G001002024,1432799,22388
17346879,34313333,2,Policový regál,1172078,G001602022,1432799,22388
17346879,35120235,1,Paleta,1172078,NENALEZ050,1432799,22388
17346879,35120547,1,Policový regál,1172078,G001100014,1432799,22388
17346879,44301377,2,Policový regál,1172078,G000502018,1432799,22388
17346879,51721104,1,Paleta,1172078,V000903001,1432799,22388
17346879,517211326,1,Policový regál,1172078,G001300011,1432799,22388
17346879,95895847705,2,Komůrkový regál,1172078,G000303119,1432799,22388
17346879,95895847708,4,Komůrkový regál,1172078,G000001054,1432799,22388
17346879,95ALN228,2,Policový regál,1172078,G000503008,1432799,22388
17346879,95ALN232,2,Policový regál,1172078,G000501011,1432799,22388
17346879,987026096,2,Policový regál,1172078,G002003028,1432799,22388
17346759,219985101,20,Policový regál,1172076,G002000013,1432799,22295
17346759,219985102,20,Policový regál,1172076,G002000015,1432799,22295
17346738,95SGH914,1,Paleta,1172102,V001209050,1432799,39319
17346881,1319981-MMTN2SK,1,Paleta,1172113,V000901003,1432799,40244
17346881,958958370,2,Komůrkový regál,1172113,G003610231,1432799,40244
17346881,958971246,1,Komůrkový regál,1172113,G000211109,1432799,40244
17347034,809-T5D-03504,1,Paleta,1172125,V001206047,1432799,2400
17346893,296010321199,2,Komůrkový regál,1172114,G003605196,1432799,3896
17346893,34313242,1,Policový regál,1172114,G001100017,1432799,3896
17346893,34313274,1,Policový regál,1172114,G000400008,1432799,3896
17346893,5026100224,10,Policový regál,1172114,G001602008,1432799,3896
17346893,51722195,1,Policový regál,1172114,G002000020,1432799,3896
17346893,5172221145,1,Policový regál,1172114,G001901009,1432799,3896
17346890,20420095065,1,Policový regál,1172114,G000400011,1432799,8047
17346890,2055159658454,2,Komůrkový regál,1172114,G000206109,1432799,8047
17346890,2091901031,5,Policový regál,1172114,G003502023,1432799,8047
17346890,5170001833,1,Policový regál,1172114,G001002004,1432799,8047
17346890,539047079,1,Policový regál,1172114,G001501022,1432799,8047
17346887,20420090622,1,Paleta,1172079,V000402001,1432799,8135
17346887,2166516361,1,Policový regál,1172079,G001200023,1432799,8135
17346887,2190229845,1,Paleta,1172079,V001204050,1432799,8135
17346887,2191060403,1,Komůrkový regál,1172079,G003606166,1432799,8135
17346887,29601032164,1,Policový regál,1172079,G001801006,1432799,8135
17346887,44301386,3,Paleta,1172079,V000601005,1432799,8135
17346887,48332005361,1,Paleta,1172079,V000801002,1432799,8135
17346887,50271009334,1,Komůrkový regál,1172079,G000302131,1432799,8135
17346887,50271212933,1,Policový regál,1172079,G001603027,1432799,8135
17346887,512026211,1,Policový regál,1172079,G002701027,1432799,8135
17346887,5172250817,1,Paleta,1172079,V000903001,1432799,8135
17346887,92143097,1,Policový regál,1172079,G001202014,1432799,8135
17346887,D-N-460-BCRV,1,Policový regál,1172079,G003003015,1432799,8135
17346887,V7099946,1,Komůrkový regál,1172079,G000200035,1432799,8135
17346887,V7099947,1,Komůrkový regál,1172079,G003610188,1432799,8135
17346885,2055180453,2,Paleta,1172114,V000900005,1432799,8681
17346885,29601032153,1,Komůrkový regál,1172114,G000109005,1432799,8681
17346885,95HWW1652,1,Paleta,1172114,V001208048,1432799,8681
17346885,95HWW1652,1,Paleta,1172114,V001107057,1432799,8681
17346885,95HWW303,3,Paleta,1172114,V000801005,1432799,8681
17346885,95SGP58373,1,Policový regál,1172114,G003203009,1432799,8681
17346889,29493309,2,Komůrkový regál,1172114,G000211214,1432799,12682
17346889,296032,5,Komůrkový regál,1172114,G000300051,1432799,12682
17346479,29493242,2,Komůrkový regál,,G000004031,1432799,13316
17346479,2960305153,8,Komůrkový regál,,G000209110,1432799,13316
17346479,2960305154,4,Komůrkový regál,,G000310069,1432799,13316
17346479,2960305155,4,Komůrkový regál,,G000211181,1432799,13316
17346479,2960305157,4,Komůrkový regál,,G003608203,1432799,13316
17346479,34313274,1,Policový regál,,G000400008,1432799,13316
17346892,2050024001,1,Paleta,1172114,V001105030,1432799,16129
17346892,20500240014,1,Paleta,1172114,V001202050,1432799,16129
17346892,205A0000011031,1,Paleta,1172114,V001203022,1432799,16129
17346892,2100824513,1,Policový regál,1172114,G003501011,1432799,16129
17346892,219985308,1,Policový regál,1172114,G000501022,1432799,16129
17346892,23100000287,1,Komůrkový regál,1172114,G000209244,1432799,16129
17346892,29493225,1,Policový regál,1172114,G000601013,1432799,16129
17346892,517224889,1,Policový regál,1172114,G002100029,1432799,16129
17346892,95XIS1143,1,Paleta,1172114,V001105014,1432799,16129
17347025,95SG108276,2,Paleta,1172124,V001107032,1432799,21500
17347025,95SG108279,2,Paleta,1172124,V001209044,1432799,21500
17346895,29602344,1,Policový regál,1172079,G001301009,1432799,26043
17346895,29603034,3,Policový regál,1172079,G002201015,1432799,26043
17346895,296030855,3,Policový regál,1172079,G002801022,1432799,26043
17346895,343132423,1,Paleta,1172079,V000902001,1432799,26043
17346895,34313250,2,Paleta,1172079,V000502001,1432799,26043
17346895,34313284,1,Policový regál,1172079,G000801025,1432799,26043
17346895,34313287,1,Policový regál,1172079,G001601003,1432799,26043
17346895,34313305,1,Policový regál,1172079,G001301005,1432799,26043
17346895,34313306,1,Policový regál,1172079,G001302016,1432799,26043
17346895,34313307,1,Policový regál,1172079,G001402003,1432799,26043
17346895,34313308,1,Policový regál,1172079,G001102009,1432799,26043
17346895,34313377,1,Policový regál,1172079,G002901013,1432799,26043
17346895,343233169,1,Paleta,1172079,V000102002,1432799,26043
17346895,34323443,1,Paleta,1172079,V000003001,1432799,26043
17346895,44301386,2,Paleta,1172079,V000601005,1432799,26043
17346895,95AL2111,1,Paleta,1172079,V001104013,1432799,26043
17346895,EC13T04D100,1,Policový regál,1172079,G000900019,1432799,26043
17346886,2191060936,1,Komůrkový regál,1172114,G000208142,1432799,37997
17346886,2960103209670,1,Komůrkový regál,1172114,G000109097,1432799,37997
17346886,30860592,1,Policový regál,1172114,G002103003,1432799,37997
17346886,31701374,1,Policový regál,1172114,G000400023,1432799,37997
17346886,517224889115,1,Policový regál,1172114,G001600009,1432799,37997
17346738,95PO096,1,Paleta,1172102,V001106048,1432799,39319
17346738,95PO097,1,Paleta,1172102,V001104014,1432799,39319
17346738,95PO128,1,Paleta,1172102,V001208044,1432799,39319
17346839,2191060294,5,Policový regál,1172111,G000603019,1432799,40278
17346839,9581V313,1,Paleta,1172111,V001204031,1432799,40278
17346839,958952506019,2,Komůrkový regál,1172111,G000206084,1432799,40278
17346896,2191060903,1,Policový regál,1172115,G002100025,1432799,45578
17347049,185-X515FA-BQ209W,4,Paleta,1172083,V000900002,1432799,7158
17346884,187003095093517I58,1,Paleta,1172113,V000301005,1432799,7163
17346884,29601032163,2,Policový regál,1172113,G000404010,1432799,7163
17346884,29601032164,1,Policový regál,1172113,G001801006,1432799,7163
17346884,31701126,1,Policový regál,1172113,G000501003,1432799,7163
17346884,31701127,1,Policový regál,1172113,G000801013,1432799,7163
17346884,31701128,1,Komůrkový regál,1172113,G000105005,1432799,7163
17346884,31701129,1,Policový regál,1172113,G002601022,1432799,7163
17346884,351201592,2,Policový regál,1172113,G001302031,1432799,7163
17346884,351201594,1,Komůrkový regál,1172113,G000102157,1432799,7163
17346884,351201595,1,Komůrkový regál,1172113,G000102187,1432799,7163
17346884,351201596,1,Komůrkový regál,1172113,G000206140,1432799,7163
17346884,517214228,1,Paleta,1172113,V000601003,1432799,7163
17346475,1319981-MK2E3-SK,1,Paleta,1172059,V000500004,1432799,22685
17346475,1319982-MQGH2SK,4,Policový regál,1172059,G001302019,1432799,22685
17346475,1319987-MHJE3,4,Paleta,1172059,V000600005,1432799,22685
17346475,185-GZ301ZE-LD006W,1,Paleta,1172059,V000301004,1432799,22685
17346475,18820269,1,Paleta,1172059,V000802003,1432799,22685
17346475,20064008,1,Paleta,1172059,V000602002,1432799,22685
17346475,204A0000010173,1,Policový regál,1172059,G001203025,1432799,22685
17346475,31701951,1,Komůrkový regál,1172059,G000105163,1432799,22685
17346475,34313293,1,Policový regál,1172059,G001602006,1432799,22685
17346475,D-N-460-BDIE,1,Policový regál,1172059,G001302015,1432799,22685
17346475,HP-3J122AA,1,Policový regál,1172059,G002401026,1432799,22685
17346891,2191099986405,1,Komůrkový regál,1172114,G000309149,1432799,38366
17346891,31701388,2,Paleta,1172114,V000103003,1432799,38366
17346891,31701606,1,Paleta,1172114,V000901002,1432799,38366
17346891,EC13T05G14010,1,Policový regál,1172114,G000702017,1432799,38366
17346894,205A000001798,10,Paleta,1172114,V001205051,1432799,42455
17346894,209013230Z10,1,Policový regál,1172114,G002602024,1432799,42455
17346894,219985123,5,Policový regál,1172114,G000503003,1432799,42455
17346894,34313336,2,Policový regál,1172114,G001301004,1432799,42455
17346900,205517506,1,Paleta,1172115,V001202037,1432799,7062
17346900,2100808893,1,Policový regál,1172115,G001302031,1432799,7062
17346900,34323422,1,Paleta,1172115,V000603002,1432799,7062
17346900,51721320063,2,Paleta,1172115,V000402004,1432799,7062
17346900,95895868253,3,Policový regál,1172115,G001003026,1432799,7062
17346899,29602242,2,Policový regál,1172115,G000600018,1432799,23876
17346899,51721152,1,Policový regál,1172115,G002300002,1432799,23876
17346899,51721225,1,Paleta,1172115,VP00100003,1432799,23876
17346899,EC13T671600,1,Policový regál,1172115,G000700004,1432799,23876
17346898,20886009264,1,Paleta,1172079,V000500003,1432799,2949
17346898,2191062149,2,Komůrkový regál,1172079,G000004026,1432799,2949
17346898,2191080660,1,Policový regál,1172079,G000403022,1432799,2949
17346898,31701100,1,Policový regál,1172079,G001002008,1432799,2949
17346898,34313241,1,Policový regál,1172079,G001602016,1432799,2949
17346898,34313242,1,Policový regál,1172079,G001100017,1432799,2949
17346898,34313282,4,Paleta,1172079,V000701005,1432799,2949
17346898,34313284,1,Policový regál,1172079,G000801025,1432799,2949
17346898,34313285,1,Policový regál,1172079,G001202016,1432799,2949
17346898,34313286,1,Policový regál,1172079,G001501024,1432799,2949
17346898,35120480,2,Policový regál,1172079,G001201019,1432799,2949
17346898,4833200209,1,Komůrkový regál,1172079,G003606224,1432799,2949
