dávka,produkt,počet,uložení,vozík,adresa,vlna,
17638462,C4-0000000000128,1,Policový regál,1193147,VBBBB03072,1452326,41761
17637983,95SG5565,1,Paleta,1193105,VDDDD08093,1452326,13316
17638457,1905000001,1,Policový regál,1193147,VBBBB03055,1452326,16236
17638117,34313241,1,Paleta,1193117,VDDDD09093,1452326,19988
17637801,809-79G-05380,6,Paleta,1193094,VDDDD07091,1452326,42872
17638104,809-79G-05380,1,Paleta,1193116,VDDDD07091,1452326,41761
17638151,95ALPB119,3,Paleta,1193121,VDDDD06137,1452326,48644
17638041,C4-0000000000769,1,Policový regál,1193110,VBBBB03054,1452326,48644
17638133,95SG359298,1,Paleta,1193119,VDDDD08252,1452326,48644
17638108,95ALPS354,1,Paleta,1193116,VDDDD08092,1452326,48644
17638107,C4-0000000000601,1,Paleta,1193116,VDDDD08091,1452326,48644
17638125,C4-0000000000596,1,Paleta,1193118,VDDDD08257,1452326,48644
17638474,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638139,C4-0000000000769,1,Policový regál,1193110,VBBBB03054,1452326,48644
17638042,205060081,1,Paleta,1193119,VDDDD08254,1452326,48644
17638132,95ALPS352,1,Paleta,1193119,VDDDD07258,1452326,48644
17638130,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638475,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638476,C4-0000000000769,1,Policový regál,1193110,VBBBB03054,1452326,48644
17638043,95ALPS352,1,Paleta,1193119,VDDDD07258,1452326,48644
17638131,C4-0000000000735,1,Paleta,1193110,VDDDD08272,1452326,48644
17638044,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638477,95SG3592994,1,Paleta,1193110,VDDDD07271,1452326,48644
17638047,95SG359297,1,Paleta,1193116,VDDDD07089,1452326,48644
17638106,2171883315,1,Paleta,1193115,VDDDD10091,1452326,48644
17638099,C4-0000000000836,1,Paleta,1193137,VCCCC04030,1452326,48644
17638370,131991-MGN93-CZ,1,Policový regál,1193137,VBBBB03042,1452326,16236
17638370,53905285,1,Paleta,1193136,VDDDD08205,1452326,16236
17638358,95SG3592991,1,Paleta,1193101,VDDDD09250,1452326,5342
17637931,HP-59U11EA,1,Paleta,1193146,VCCCC03029,1452326,5346
17638444,95ALPS401,1,Paleta,1193132,VDDDD06211,1452326,4062
17638271,C4-0000000000128,1,Policový regál,1193122,VBBBB03072,1452326,5369
17638174,HP-4P5E3AA,1,Paleta,1193136,VDDDD07201,1452326,20294
17638363,2171883314,1,Paleta,1193136,VDDDD09205,1452326,26830
17638359,HP-59U11EA,1,Paleta,1193132,VCCCC03029,1452326,43905
17638271,95SG108422,1,Paleta,1193111,VDDDD08239,1452326,5369
17638055,44301377,2,Paleta,1193123,VDDDD04241,1452326,3268
17638181,31700064,2,Policový regál,1193087,VBBBB00065,1452326,10617
17638487,95SGH929,1,Paleta,1193152,VDDDD05253,1452326,45810
17638502,C4-0000000000827,1,Paleta,1193151,VDDDD06253,1452326,41761
17638499,131991-MGN93-CZ,1,Paleta,1193151,VDDDD11249,1452326,41761
17638498,C4-0000000000653,1,Paleta,1193151,VDDDD08253,1452326,41761
17638498,,,,,,,41761
17638478,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638479,185-Y1511-BQ1473W,1,Policový regál,1193149,VBBBB01069,1452326,48644
17638480,2290105819,1,Paleta,1193149,VDDDD11247,1452326,48644
17638480,LNN81YQ00LDCK,1,Policový regál,1193149,VBBBB03071,1452326,48644
17638496,95SG359292,1,Paleta,1193151,VDDDD04245,1452326,41761
17638496,95SG35923,1,Paleta,1193151,VDDDD10251,1452326,41761
17638496,95SG35920,1,Paleta,1193151,VDDDD05249,1452326,41761
17638495,95SG3592993,1,Paleta,1193151,VDDDD09253,1452326,41761
17638483,131991-MGN63-CZ,1,Paleta,1193150,VCCCC04025,1452326,41761
17638483,1FK07AA,1,Paleta,1193150,VDDDD11351,1452326,41761
17638497,23100000145,1,Paleta,1193151,VDDDD11251,1452326,41761
17638439,131991-MGN63-CZ,1,Paleta,1193145,VCCCC04025,1452326,41761
17638439,C4-0000000000836,1,Paleta,1193145,VCCCC04030,1452326,41761
17638443,LNN82K200RDCK,1,Paleta,1193146,VCCCC04031,1452326,47109
17638500,C4-0000000000827,1,Paleta,1193151,VDDDD06253,1452326,41761
17638098,48332003961,1,Paleta,1193115,VDDDD11091,1452326,9674
17638227,231000003741,1,Paleta,1193129,VCCCC02003,1452326,20413
17638103,517214252,1,Paleta,1193116,VDDDD09091,1452326,28645
17638221,1901203584,1,Paleta,1193128,VDDDD09015,1452326,40350
17638228,231000003741,1,Paleta,1193129,VCCCC02003,1452326,44646
17638226,HP-286J4AA,1,Paleta,1193128,VDDDD07017,1452326,44646
17638233,LNN20TD00JHCK,1,Paleta,1193129,VCCCC02002,1452326,44646
17638084,1907110221,2,Paleta,1193114,VCCCC02012,1452326,44646
17637793,81901983312,1,Paleta,1193093,VDDDD06039,1452326,44646
17638073,1870030950881I36CN,1,Paleta,1193112,VCCCC01012,1452326,44646
17637775,205517504,1,Paleta,1193091,NENALEZ050,1452326,44646
17637775,9589400366,1,Paleta,1193091,VDDDD09039,1452326,44646
17638229,LNN82KD008QCK,1,Paleta,1193129,VCCCC02002,1452326,44646
17638022,131991-MLXX3-CZ,1,Paleta,1193108,VCCCC01008,1452326,44646
17638030,2017576754,1,Paleta,1193109,VCCCC02008,1452326,44646
17638218,22901004,1,Paleta,1193127,VDDDD04138,1452326,44646
17638210,LNZGX40Q17229,1,Paleta,1193126,VDDDD11020,1452326,44646
17638216,LNZ4X30H56803,1,Paleta,1193127,VDDDD04140,1452326,44646
17638211,220105066331,1,Paleta,1193127,VDDDD10019,1452326,44646
17638222,13199871-MPU13SK,1,Paleta,1193128,VDDDD08019,1452326,44646
17638109,95SG518,1,Paleta,1193117,VDDDD05091,1452326,44646
17638023,131991-MLXX3-CZ,1,Paleta,1193108,VCCCC01008,1452326,44646
17638077,187003050583J79LT,1,Paleta,1193113,VCCCC01011,1452326,44646
17638076,LNN21EL000PCK,1,Paleta,1193113,VCCCC02012,1452326,44646
17638110,95SG518,1,Paleta,1193117,VDDDD05091,1452326,44646
17638234,30860670,1,Paleta,1193129,VDDDD10015,1452326,44646
17638035,204A031,1,Paleta,1193109,VDDDD06068,1452326,44646
17638053,13300846-MNXD3SK,1,Paleta,1193111,VDDDD10272,1452326,44646
17637790,95PO160,1,Paleta,1193092,VDDDD10039,1452326,44646
17638223,13199871-MPU13SK,1,Paleta,1193128,VDDDD08019,1452326,44646
17637791,95PO155,1,Paleta,1193093,VDDDD10035,1452326,44646
17637795,20505061,8,Paleta,1193093,VDDDD09033,1452326,44646
17638083,LNN82M7003GMC,2,Paleta,1193113,VCCCC01012,1452326,44646
17638052,95XIA327,1,Paleta,1193111,VDDDD07095,1452326,39178
17638052,95XIA2710,1,Paleta,1193111,VDDDD06094,1452326,39178
17638052,95XI3316,1,Paleta,1193111,VDDDD09274,1452326,39178
17638224,13199871-MPU13SK,1,Paleta,1193128,VDDDD08019,1452326,44646
17637789,20725322416,1,Paleta,1193092,VCCCC02003,1452326,19710
17637789,204A043,1,Paleta,1193092,VDDDD08039,1452326,19710
17637787,V700217581960,1,Paleta,1193092,VDDDD09037,1452326,40031
17638232,52607211561565,2,Paleta,1193129,VCCCC01002,1452326,23350
17637792,2017576684,1,Paleta,1193093,VDDDD10040,1452326,23350
17637769,921691392,1,Policový regál,1193090,G002503001,1452326,23350
17637766,296030292,1,Policový regál,1193088,G001603001,1452326,23350
17638200,517213189133,1,Paleta,1193125,VCCCC02005,1452326,23350
17638201,517213189133,1,Paleta,1193125,VCCCC02005,1452326,23350
17637770,98795139,1,Policový regál,1193090,G002802003,1452326,23350
17637767,92204164,1,Policový regál,1193089,G001701003,1452326,23350
17637768,2191060253,1,Policový regál,1193090,G002300028,1452326,38391
17637768,2191060272,1,Paleta,1193090,VCCCC01003,1452326,38391
17637771,2960859,4,Policový regál,1193090,G000401031,1452326,10781
17637771,2960872,4,Komůrkový regál,1193090,G000200203,1452326,10781
17637771,205011022,2,Paleta,1193090,VDDDD08071,1452326,10781
17637771,205011021,6,Paleta,1193090,VDDDD06071,1452326,10781
17637771,296010321198,4,Komůrkový regál,1193090,G000206008,1452326,10781
17638231,LNN21DL0045CK,1,Paleta,1193129,VCCCC01002,1452326,20034
17637773,202231001,1,Policový regál,1193091,G002901020,1452326,23350
17638020,517216616,1,Paleta,1193108,VCCCC02009,1452326,23350
17637774,200649043,1,Policový regál,1193091,G003002026,1452326,29374
17637776,958BO845,1,Komůrkový regál,1193091,G000211112,1452326,29374
17638025,189111973,1,Paleta,1193108,VCCCC02009,1452326,29374
17637778,D-N-460-BDLF,1,Policový regál,1193091,G001500004,1452326,44646
17638031,2017576754,1,Paleta,1193109,VCCCC02008,1452326,49789
17638031,LNTZA8N0037CZ,1,Paleta,1193109,VDDDD05038,1452326,49789
17637777,98795203,4,Policový regál,1193091,G001001018,1452326,29374
17638040,2050029540,2,Paleta,1193110,VDDDD07065,1452326,48247
17638191,185BPN41-BC034ZVS1,1,Paleta,1193124,VDDDD11037,1452326,48247
17637781,.K-J11MXL907C073,2,Policový regál,1193092,G002603021,1452326,3409
17637780,51721320063,1,Paleta,1193091,VCCCC01004,1452326,28320
17637780,205050540,1,Paleta,1193091,VCCCC02027,1452326,28320
17637780,2050602338,3,Paleta,1193091,VDDDD07260,1452326,28320
17637780,205517514,2,Paleta,1193091,VDDDD07077,1452326,28320
17637780,29493284,3,Policový regál,1193091,G001403025,1452326,28320
17637780,23100000512,4,Policový regál,1193091,G001100015,1452326,28320
17637780,2134058,2,Policový regál,1193091,G000803005,1452326,28320
17637780,29493142,1,Policový regál,1193091,G000701013,1452326,28320
17637780,217101106,1,Policový regál,1193091,G000601019,1452326,28320
17637780,217101105,1,Policový regál,1193091,G001402031,1452326,28320
17637780,23100000413,2,Policový regál,1193091,G002502009,1452326,28320
17637780,51722209,1,Policový regál,1193091,VBBBB00067,1452326,28320
17637978,KTH-PL426D8-16G,4,Paleta,1193105,VDDDD08044,1452326,39185
17637779,204200980801,2,Policový regál,1193091,G000600010,1452326,48247
17637779,5400010012,1,Paleta,1193091,VCCCC01003,1452326,48247
17637782,98795155,3,Policový regál,1193092,G003000008,1452326,29374
17638188,HP-286J4AA,1,Paleta,1193124,VDDDD11039,1452326,39185
17637783,95SGP58444,1,Policový regál,1193092,G002501005,1452326,3896
17637771,204A0000010130,3,Komůrkový regál,1193090,G000004065,1452326,10781
17637786,1319981-MQD83SK,1,Policový regál,1193092,VBBBB01046,1452326,29374
17637788,48332044540,1,Policový regál,1193092,G003004029,1452326,29374
17637788,48332044512,1,Policový regál,1193092,G001404006,1452326,29374
17637788,48332044541,1,Komůrkový regál,1193092,G000006219,1452326,29374
17637805,20350206,3,Paleta,1193094,VDDDD05048,1452326,24700
17638193,20070177986,1,Paleta,1193124,VCCCC02004,1452326,29374
17638197,204090000996,1,Paleta,1193125,VCCCC02005,1452326,29374
17637783,52607204424,1,Paleta,1193092,VCCCC03007,1452326,3896
17638036,20454195,1,Paleta,1193109,VDDDD07071,1452326,14249
17638036,20454194,1,Paleta,1193109,VDDDD09254,1452326,14249
17638192,5260722562,2,Paleta,1193124,VCCCC01004,1452326,23350
17637794,98795217,1,Policový regál,1193093,G000700016,1452326,29374
17637796,V7002175853,1,Komůrkový regál,1193093,G000302099,1452326,29374
17637797,203800072,1,Paleta,1193093,VDDDD06041,1452326,7027
17637797,809-HAJ-00105,1,Paleta,1193093,VDDDD07078,1452326,7027
17637797,1930508014,1,Policový regál,1193093,G002700025,1452326,7027
17637797,20725322431,1,Policový regál,1193093,G001300002,1452326,7027
17638066,20500220395,1,Paleta,1193112,VDDDD06072,1452326,29374
17637798,98795217,1,Policový regál,1193093,G000700016,1452326,29374
17637800,958TM51765,1,Policový regál,1193094,G002700014,1452326,29374
17637799,2100808774,2,Policový regál,1193094,G003201028,1452326,2744
17637799,2100808775,2,Policový regál,1193094,G002002009,1452326,2744
17637799,4833200272,1,Komůrkový regál,1193094,G000304031,1452326,2744
17637799,4833200273,2,Policový regál,1193094,G002402009,1452326,2744
17637799,4833200274,2,Policový regál,1193094,G001902031,1452326,2744
17637799,29601031803,2,Policový regál,1193094,G001202031,1452326,2744
17637799,296010320952,2,Policový regál,1193094,G001601028,1452326,2744
17637799,2100808773,1,Policový regál,1193094,G001203029,1452326,2744
17637799,4833200271,2,Policový regál,1193094,G001200026,1452326,2744
17637799,2960103205,2,Policový regál,1193094,G000600003,1452326,2744
17637799,296030879,5,Komůrkový regál,1193094,G000110204,1452326,2744
17637801,29493340,1,Komůrkový regál,1193094,G000203087,1452326,42872
17637801,958957516,1,Komůrkový regál,1193094,G000309035,1452326,42872
17637954,20551596490,1,Paleta,1193103,VDDDD08042,1452326,29374
17637808,2191060825,1,Policový regál,1193094,G000700023,1452326,13231
17637808,23100000275,1,Policový regál,1193094,G001302005,1452326,13231
17637805,92169140,1,Policový regál,1193094,G000403012,1452326,24700
17637993,1129953714250,1,Paleta,1193105,VCCCC00007,1452326,30811
17637811,20070177995,1,Paleta,1193094,VCCCC03007,1452326,3264
17637811,2017576754,1,Paleta,1193094,VCCCC02008,1452326,3264
17637811,204200984940,1,Policový regál,1193094,G003002013,1452326,3264
17637811,20454194,1,Paleta,1193094,VDDDD09254,1452326,3264
17637810,95SGN10241,1,Policový regál,1193094,G000801002,1452326,23350
17637812,517216612,1,Policový regál,1193094,G001000002,1452326,23350
17637813,2191062273,1,Komůrkový regál,1193095,G003611158,1452326,45572
17637816,KTD-PE432ES8-16G,1,Paleta,1193095,VDDDD07042,1452326,45549
17637813,217101103,5,Policový regál,1193095,G000700018,1452326,45572
17637816,1319987-MHJE3,1,Paleta,1193095,VAAAA00034,1452326,45549
17637955,95HWS160,2,Paleta,1193103,VCCCC01007,1452326,20413
17637852,95HWS160,2,Paleta,1193096,VCCCC01007,1452326,20413
17637820,21682237217,1,Policový regál,1193095,G001400012,1452326,44646
17637863,95HWS160,3,Paleta,1193096,VCCCC01007,1452326,20413
17637957,95HWS160,1,Paleta,1193103,VCCCC01007,1452326,20413
17637822,95HWS160,2,Paleta,1193095,VCCCC01007,1452326,20413
17637821,185BPN41-BBP131MV,1,Policový regál,1193095,G002001025,1452326,44646
17637876,95HWS160,1,Paleta,1193097,VCCCC01007,1452326,20413
17637958,95HWS160,1,Paleta,1193103,VCCCC01007,1452326,20413
17637960,95HWS160,2,Paleta,1193103,VCCCC01007,1452326,20413
17637842,95HWS160,2,Paleta,1193095,VCCCC01007,1452326,20413
17637964,95HWS160,1,Paleta,1193104,VCCCC01007,1452326,20413
17637966,95HWS160,1,Paleta,1193104,VCCCC01007,1452326,20413
17637970,95HWS160,1,Paleta,1193104,VCCCC01007,1452326,20413
17637822,1357020-MNJV3,1,Paleta,1193095,VDDDD07087,1452326,20413
17638045,1357030-MNP63,1,Paleta,1193110,VDDDD08271,1452326,20413
17638049,1357021-MNJP3SK,1,Paleta,1193111,VDDDD06063,1452326,20413
17637934,20350149,1,Paleta,1193101,VDDDD08041,1452326,45108
17637822,5172231525,1,Policový regál,1193095,G001701007,1452326,20413
17637840,502710349,1,Komůrkový regál,1193095,G000208128,1452326,3287
17637842,98975199545,1,Policový regál,1193095,G003201022,1452326,20413
17637851,202271107,1,Policový regál,1193096,G003400012,1452326,44500
17637847,29493292,1,Policový regál,1193095,G000401005,1452326,4475
17637888,13570301-MNKX3,1,Paleta,1193097,VDDDD06272,1452326,20413
17637888,13570301-MNJM3,1,Paleta,1193097,VDDDD08139,1452326,20413
17637852,1319981-MK2E3-SK,1,Paleta,1193096,VAAAA00027,1452326,20413
17637888,13570301-MNKX3,1,Paleta,1193097,VDDDD06272,1452326,20413
17637981,KCP432ND8-32,2,Paleta,1193105,VDDDD08050,1452326,26168
17637848,2201043063,2,Policový regál,1193096,G001002020,1452326,3128
17637822,231000003674,1,Policový regál,1193095,G001401030,1452326,20413
17638085,18820258,1,Paleta,1193114,VCCCC00012,1452326,49682
17637860,2960829,1,Komůrkový regál,1193096,G000211042,1452326,13046
17637855,2961009591,1,Komůrkový regál,1193096,G000303097,1452326,16797
17637863,51721225,1,Paleta,1193096,VAAAA00033,1452326,20413
17637842,1319987-MHJE3,2,Paleta,1193095,VAAAA00034,1452326,20413
17637870,133041-MK0C2SK,1,Policový regál,1193097,VBBBB01068,1452326,20413
17637870,13300423-MK2K3,1,Paleta,1193097,VDDDD07264,1452326,20413
17638113,1357021-MNJP3SK,1,Paleta,1193117,VDDDD06093,1452326,20413
17637857,9588080203,1,Komůrkový regál,1193096,G000208142,1452326,23167
17637861,297F3U134B11,1,Policový regál,1193096,G002801025,1452326,2391
17637861,297F3U134B12,1,Policový regál,1193096,G000902015,1452326,2391
17637861,23100000220,1,Policový regál,1193096,G003300024,1452326,2391
17638114,1357021-MNJP3SK,1,Paleta,1193117,VDDDD06093,1452326,20413
17637873,205A0000010237,1,Paleta,1193097,VDDDD07041,1452326,42284
17637873,2960832,1,Policový regál,1193097,G003101014,1452326,42284
17637873,23100000397,1,Policový regál,1193097,G002403011,1452326,42284
17637950,20500220353,1,Paleta,1193102,VDDDD07043,1452326,42284
17637875,921691394,1,Policový regál,1193097,G002501024,1452326,44076
17637994,20350041,2,Paleta,1193105,VDDDD05041,1452326,45556
17638068,KCP432SS8-8,2,Paleta,1193112,VDDDD07074,1452326,5078
17637876,98975199546,1,Komůrkový regál,1193097,G000310005,1452326,20413
17637887,201063801,1,Komůrkový regál,1193097,G000003043,1452326,47085
17637887,20070177976,1,Policový regál,1193097,G001400009,1452326,47085
17637887,2072532520,1,Paleta,1193097,VCCCC01031,1452326,47085
17637887,20350030,2,Paleta,1193097,VDDDD06070,1452326,47085
17637888,1352-MXJA2SK,1,Policový regál,1193097,G001501017,1452326,20413
17637805,979740009306PV12,1,Komůrkový regál,1193094,G000000125,1452326,24700
17637842,1352-MMT83SK,1,Policový regál,1193095,G002402024,1452326,20413
17637896,D-N-451-BBZG,1,Policový regál,1193097,G003300008,1452326,44646
17637977,2168223735,1,Paleta,1193105,VDDDD08060,1452326,44646
17637897,51721225,1,Paleta,1193097,VAAAA00033,1452326,44646
17637899,EPP3300556,1,Komůrkový regál,1193098,G000205157,1452326,12063
17637898,204A0000034,2,Paleta,1193098,VDDDD08047,1452326,22738
17637898,.K-PPADAPTER-01,1,Komůrkový regál,1193098,G003606173,1452326,22738
17637898,2040910709404,1,Paleta,1193098,VDDDD09063,1452326,22738
17637898,204A0000041,2,Paleta,1193098,VDDDD05043,1452326,22738
17637898,205011015,1,Paleta,1193098,VDDDD05271,1452326,22738
17637898,2090010085,1,Policový regál,1193098,G001900003,1452326,22738
17637898,20916932,1,Policový regál,1193098,G002601031,1452326,22738
17637898,219986100013,5,Komůrkový regál,1193098,G000000163,1452326,22738
17637898,48332007350,3,Paleta,1193098,VCCCC00021,1452326,22738
17637900,204090001785,1,Policový regál,1193098,G001601008,1452326,25497
17637900,20725324160,1,Policový regál,1193098,G000600029,1452326,25497
17637900,23100000362,1,Policový regál,1193098,G001503018,1452326,25497
17637900,5170001801,1,Policový regál,1193098,G002802006,1452326,25497
17637900,51700018031,1,Policový regál,1193098,G001100016,1452326,25497
17637900,KCP426SS6-8,1,Paleta,1193098,VDDDD09050,1452326,25497
17637901,95ALPF803,1,Komůrkový regál,1193098,G000203077,1452326,23603
17637901,95SGP1144,1,Komůrkový regál,1193098,G000208189,1452326,23603
17637901,95XIW939,1,Policový regál,1193098,G003501021,1452326,23603
17637901,95SG108324,1,Paleta,1193098,VDDDD06046,1452326,23603
17637902,1907300067,1,Policový regál,1193098,G002603028,1452326,44646
17638015,JL681A,1,Paleta,1193107,VCCCC01016,1452326,8761
17637904,1930704026,1,Policový regál,1193098,G001100014,1452326,10437
17637904,20073202,1,Policový regál,1193098,G002700020,1452326,10437
17637903,201063889,4,Komůrkový regál,1193098,G000108129,1452326,48644
17637907,921691402,1,Policový regál,1193098,G002702015,1452326,48644
17638051,1355611-MQEQ3SK,1,Paleta,1193111,VDDDD07273,1452326,29374
17637910,921691392,1,Policový regál,1193099,G002503001,1452326,48644
17637909,9589572192,1,Policový regál,1193099,G001204031,1452326,48644
17637908,95SGP58535,1,Policový regál,1193099,G000402031,1452326,48644
17637982,20321078526,1,Paleta,1193105,VDDDD06050,1452326,15419
17637919,296010320960911,1,Policový regál,1193100,G001001030,1452326,24739
17637919,D-D-3000U-503,1,Paleta,1193100,VCCCC03037,1452326,24739
17637952,204A0000044,1,Paleta,1193103,VDDDD08043,1452326,39641
17637923,921691402,1,Policový regál,1193100,G002702015,1452326,48644
17638033,95895664,1,Paleta,1193109,VDDDD06069,1452326,48644
17637921,92204164,1,Policový regál,1193100,G001701003,1452326,48644
17637916,92168409,1,Policový regál,1193099,G000401030,1452326,48644
17637917,95HWS170,1,Policový regál,1193100,G000802004,1452326,48644
17637924,98972000314,1,Policový regál,1193100,G003402020,1452326,48644
17637914,92169140,1,Policový regál,1193099,G000403012,1452326,48644
17637911,EC13S042549,2,Paleta,1193099,VDDDD05136,1452326,16119
17637911,2191060880,1,Komůrkový regál,1193099,G000003071,1452326,16119
17637915,921691392,1,Policový regál,1193099,G002503001,1452326,48644
17637915,92169140,1,Policový regál,1193099,G000403012,1452326,48644
17637915,921714940,1,Policový regál,1193099,G000403017,1452326,48644
17637920,95SGN10178,1,Policový regál,1193100,G001003014,1452326,48644
17637922,95SGP8822,1,Policový regál,1193100,G002102013,1452326,48644
17637918,95HWS170,1,Policový regál,1193100,G000802004,1452326,48644
17637913,95XIW9406,1,Komůrkový regál,1193099,G000104121,1452326,48644
17637925,95HWW33,1,Paleta,1193101,VDDDD10089,1452326,48644
17637953,203917742,1,Paleta,1193103,VDDDD06043,1452326,25224
17637953,EC13S042167,5,Paleta,1193103,VCCCC02015,1452326,25224
17637925,217463242,1,Policový regál,1193101,G002300023,1452326,48644
17638424,517223132,1,Paleta,1193143,VDDDD10273,1452326,2548
17637928,921691394,1,Policový regál,1193101,G002501024,1452326,48644
17637930,9588080239,2,Policový regál,1193101,VBBBB02052,1452326,29374
17637929,92169140,1,Policový regál,1193101,G000403012,1452326,48644
17638048,20175767284,1,Paleta,1193110,VDDDD08274,1452326,30390
17637931,51320100HW0040,5,Paleta,1193101,VCCCC02008,1452326,5346
17637931,52607204422,5,Policový regál,1193101,G002600005,1452326,5346
17637933,2191062153,1,Komůrkový regál,1193101,G003603165,1452326,28009
17637848,296010320960913,1,Policový regál,1193096,G000701006,1452326,3128
17637848,20104344,1,Paleta,1193096,VDDDD07285,1452326,3128
17637934,2977104,6,Policový regál,1193101,G000801005,1452326,45108
17637938,204400340,2,Paleta,1193084,VDDDD07069,1452326,16535
17637938,204400370,2,Paleta,1193084,VDDDD07272,1452326,16535
17637938,29601032096050,1,Komůrkový regál,1193084,G000101085,1452326,16535
17637938,2040900010520,1,Policový regál,1193084,VBBBB00062,1452326,16535
17637938,296030820,1,Policový regál,1193084,G002001001,1452326,16535
17637938,18708000000002,1,Policový regál,1193084,G001501029,1452326,16535
17637938,526073350,1,Policový regál,1193084,G000404002,1452326,16535
17637938,29493236,2,Policový regál,1193084,G000400014,1452326,16535
17637938,185-B2502-BQ0323XA,3,Paleta,1193084,VCCCC00036,1452326,16535
17638004,2017130002732,1,Paleta,1193106,VDDDD09066,1452326,16754
17637940,2170949100,1,Policový regál,1193102,G002503013,1452326,45549
17637939,D-N-450-ABFS,1,Policový regál,1193101,G000802029,1452326,45571
17638387,216800621,1,Paleta,1193139,VDDDD08225,1452326,46586
17638069,KCP316NS8-4,1,Paleta,1193112,VDDDD09079,1452326,42352
17638080,1319929-MKGP3-CZ,1,Paleta,1193113,VCCCC02011,1452326,12557
17637942,34323418,1,Policový regál,1193102,G002900004,1452326,23299
17637942,34323416,1,Paleta,1193102,VDDDD07155,1452326,23299
17637942,34323417,1,Paleta,1193102,VDDDD05279,1452326,23299
17637873,2191060398,1,Komůrkový regál,1193097,G003601193,1452326,42284
17637944,31701543,1,Policový regál,1193102,G001402010,1452326,16426
17637943,34313377,2,Policový regál,1193102,G003500025,1452326,29603
17637943,48332002796,3,Policový regál,1193102,G001302006,1452326,29603
17637943,48332002791,1,Policový regál,1193102,G002202004,1452326,29603
17637943,48332002792,2,Policový regál,1193102,G002403010,1452326,29603
17637943,34313378,2,Policový regál,1193102,G003000028,1452326,29603
17637943,31701386,1,Paleta,1193102,VDDDD05132,1452326,29603
17637870,51680014,20,Paleta,1193097,VCCCC00036,1452326,20413
17637947,1319981-MK2E3-SK,2,Paleta,1193102,VAAAA00027,1452326,20413
17637947,1319982-MM0A3,4,Paleta,1193102,VAAAA00031,1452326,20413
17637947,1319987-MHJE3,30,Paleta,1193102,VAAAA00034,1452326,20413
17637947,13199871-MPU63SK,3,Policový regál,1193102,VBBBB00016,1452326,20413
17637947,133041-MU8F2SK,4,Paleta,1193102,VAAAA00023,1452326,20413
17637947,1319982-MXLY2,22,Paleta,1193102,VAAAA00017,1452326,20413
17637947,1319981-MMTN2SK,12,Paleta,1193102,VAAAA00006,1452326,20413
17637947,1319987-MMX62SK,11,Paleta,1193102,VAAAA00004,1452326,20413
17637947,13199871-MPU73SK,2,Paleta,1193102,VDDDD06139,1452326,20413
17637947,1319987-MWVU2SK,1,Policový regál,1193102,G000702004,1452326,20413
17637947,1319982-MLL82,2,Policový regál,1193102,G000901029,1452326,20413
17637947,1319981-MV7N2SK,4,Policový regál,1193102,G001002008,1452326,20413
17637947,1319981-MQD83,4,Paleta,1193102,VDDDD07151,1452326,20413
17637947,1319987-MX542SK,8,Paleta,1193102,VCCCC01015,1452326,20413
17637948,4833200903,1,Policový regál,1193102,G003103026,1452326,41051
17637948,4833200904,1,Policový regál,1193102,G003003023,1452326,41051
17637948,4833201006,1,Policový regál,1193102,G002000009,1452326,41051
17637948,4833201008,1,Policový regál,1193102,G001400025,1452326,41051
17637948,4833201007,1,Paleta,1193102,VCCCC03023,1452326,41051
17637948,4833200902,1,Policový regál,1193102,G003004005,1452326,41051
17638007,1319987-MX542SK,5,Paleta,1193106,VCCCC01015,1452326,13111
17637949,921691392,1,Policový regál,1193102,G002503001,1452326,42570
17637904,204A00000105741,1,Policový regál,1193098,G002504007,1452326,10437
17637904,21682280324,1,Komůrkový regál,1193098,G003610197,1452326,10437
17637951,219986099987,6,Komůrkový regál,1193103,G000204029,1452326,43416
17637951,29493136,1,Komůrkový regál,1193103,G000309039,1452326,43416
17637951,21008081040,1,Komůrkový regál,1193103,G000306218,1452326,43416
17638086,LNN82TT004QCK,1,Paleta,1193114,VCCCC00012,1452326,43567
17637972,31701165,1,Komůrkový regál,1193104,G000103159,1452326,6816
17637975,210069009,1,Paleta,1193104,VDDDD11150,1452326,15480
17637975,2270070841,1,Komůrkový regál,1193104,G000311079,1452326,15480
17637975,HP-3G2Q4EA,1,Paleta,1193104,VCCCC01011,1452326,15480
17637976,20729001927,1,Policový regál,1193104,G003401010,1452326,21950
17638078,HP-3G2R2EA,1,Paleta,1193085,VCCCC02011,1452326,38291
17637973,204A0170,1,Paleta,1193104,VDDDD09065,1452326,42462
17637973,205A000001101,5,Paleta,1193104,VDDDD07062,1452326,42462
17637973,219986099937,2,Policový regál,1193104,G000701028,1452326,42462
17637973,35120288,1,Paleta,1193104,VDDDD07123,1452326,42462
17637973,921685005,1,Policový regál,1193104,G000503011,1452326,42462
17637973,921691395,2,Policový regál,1193104,VBBBB02038,1452326,42462
17637973,203800019,1,Paleta,1193104,VDDDD07275,1452326,42462
17637973,921714934,3,Policový regál,1193104,G000800018,1452326,42462
