Product,Unit,PackageType,ContentQty,X,Y,Z,Weight
423356,Unit,BA,1,24.4,3.1,12.4,0.126
423357,Unit,BA,1,20.6,5.7,14.8,0.406
423375,Unit,BA,1,3.5,1,11,0.014
423449,Unit,BA,1,44.5,5,7,0.8
423527,Unit,BA,1,28.1,18.9,10.2,1.458
423637,Unit,BA,1,9,6.5,9,0.1
423647,Unit,BA,1,25,1,16.5,0.027
423693,Unit,KO,1,54,64,52,19.7
423696,Unit,KO,1,54,64,52,20.2
423696,Pal,KO,6,204,120,80,142
423790,Unit,BA,1,34,30,33,5.41
423790,Car,BA,2,67.5,35,35.5,11.7
423886,Unit,BA,1,35.3,4.8,11.8,1.048
423904,Unit,BA,1,48,7,35,0.57
423904,Car,BA,10,52,37,49,7.02
423915,Unit,BA,1,19,13,10,1.04
423915,Car,BA,24,51,33,40,25.7
423917,Car,BA,10,55,31,35,11.7
423917,Unit,BA,1,33,11,14,1.07
423920,Unit,BA,1,8,2.7,4.6,0.022
423941,Unit,BA,1,7.9,2.8,4.6,0.022
423944,Unit,BA,1,9.1,2.6,14.8,0.042
423968,Unit,BA,1,7.9,2.7,4.5,0.028
423972,Unit,BA,1,12.1,3.4,16.3,0.13
423999,Unit,BA,1,9,2.5,8.5,0.11
424094,Unit,BA,1,22.5,9,16.5,0.79
424112,Unit,BA,1,8,2.7,4.6,0.052
424114,Unit,BA,1,7,4.6,15.1,0.314
424137,Unit,BA,1,4.9,4.3,9.5,0.088
424501,Unit,BA,1,15.7,8.8,52.3,1.322
424501,Car,BA,10,45.1,55.7,33,13.986
424594,Car,BA,3,77.1,17.3,37.7,3.632
424594,Unit,BA,1,25.3,15.5,36.7,0.994
424595,Car,BA,3,77,16.5,37,4.59
424595,Pal,KO,63,132,117,80,105
424595,Unit,BA,1,41.3,15.6,37,1.096
424598,Car,BA,3,77,17.5,37.9,4.49
424598,Unit,BA,1,36.6,15.5,25.3,1.31
424599,Car,BA,3,77,17.5,37.5,5.41
424599,Unit,BA,1,36.4,15.7,25.3,1.516
424600,Car,BA,3,70.4,15.2,37.6,3.586
424600,Unit,BA,1,22.9,13.4,36.4,0.94
424603,Unit,KO,1,49.2,45.2,38.1,13.544
424613,Car,BA,20,39.9,23.5,38.3,12.444
424613,Unit,BA,1,19,6,19.5,0.594
424634,Car,BA,20,60,15.5,39.9,9.63
424634,Unit,BA,1,19.1,5.5,11.6,0.432
424636,Car,BA,40,59,39,14.5,9.82
424636,Unit,BA,1,19,3,11.5,0.22
424638,Car,BA,40,60.1,15.5,39.8,9.878
424638,Unit,BA,1,11.5,3.1,19.1,0.224
424639,Car,BA,40,60,40,14,9.98
424639,Unit,BA,1,19,3,11.5,0.23
424641,Unit,BA,1,19.2,2.9,11.6,0.198
424642,Unit,BA,1,19,3,11.6,0.19
424643,Unit,BA,1,19.1,3,11.6,0.204
424649,Unit,BA,1,24.9,5.3,16.8,0.306
424650,Unit,BA,1,24,5,16,0.45
424678,Unit,BA,1,20.1,3,16,0.034
424679,Unit,BA,1,15.1,2.3,18,0.034
424681,Unit,BA,1,21.1,2.3,15.8,0.036
424682,Unit,BA,1,15.3,3,20.1,0.036
424683,Unit,BA,1,17.9,2.8,15.7,0.034
424729,Unit,BA,1,23.4,2.1,13.9,0.062
424730,Unit,BA,1,23.9,2.7,17.3,0.178
424768,Car,BA,4,70,43,42,13.555
424768,Unit,BA,1,69,20,21,3.09
424943,Unit,BA,1,12,1.3,3.6,0.078
424945,Unit,BA,1,23.1,3,29.4,0.236
424945,Car,KO,6,31.5,26,11.5,1.54
424946,Unit,BA,1,25.3,2.9,28.1,0.172
424946,Car,BA,24,48,28.5,33,5.3
424946,Car,BA,6,31,26.5,11.5,1.16
424957,Car,BA,24,44,26,33,7.06
424957,Car,BA,6,16.3,25.1,21.4,1.608
424957,Unit,BA,1,22.6,5.9,14.3,0.244
424984,Unit,KO,1,105,51,58,26.652
425310,Unit,BA,1,13.3,6.5,8.3,0.204
425310,Car,BA,40,66.8,19.8,28.6,8.726
425311,Unit,BA,1,14,2.5,8,0.06
425413,Unit,BA,1,10.4,5.8,51.7,0.69
425416,Unit,BA,1,50.8,3.5,11.7,1.172
425459,Car,BA,50,50,39,47,22.16
425459,Unit,BA,1,48.5,5.5,7.6,0.424
425460,Unit,BA,1,30.4,10.6,51.1,1.57
425460,Car,BA,2,50,10.5,30,3.17
425461,Unit,BA,1,50,10.7,41.6,2.12
425461,Car,BA,2,50,10,42,4.44
425475,Car,BA,5,44,26.5,26.5,8.009
425475,Unit,BA,1,24,8.5,24,1.604
425480,Unit,BA,1,9,3.3,16.5,0.036
425570,Unit,BA,1,11,8,4.5,0.041
425586,Car,BA,25,53.7,35.2,29,4.8
425586,Unit,BA,1,26.1,5,35.3,0.172
425589,Unit,BA,1,8.5,8.5,0.6,0.009
425617,Unit,BA,1,14,12,13,0.235
425644,Unit,BA,1,30.5,2,21.5,0.942
425644,Car,BA,10,31.5,17.5,23,9.615
425664,Unit,BA,1,12,0.1,10,0.009
425665,Unit,BA,1,12,0.1,10,0.009
425751,Unit,BA,1,12.8,5.4,6.6,0.126
425825,Unit,KO,1,39.3,33.9,39.1,15.704
425839,Unit,BA,1,10,0.4,11.5,0.01
425840,Car,BA,200,48.4,16.1,24.5,3.568
425840,Unit,BA,1,11.4,0.8,10.1,0.014
425850,Unit,BA,1,18,2.3,10.1,0.078
425850,Car,BA,100,57.6,22.8,34.2,8.378
425859,Unit,BA,1,34.3,6.2,13.5,0.171
425865,Unit,BA,1,9.6,4.4,24.7,0.356
425867,Unit,BA,1,34.1,6.7,13.6,0.478
425869,Unit,BA,1,34.3,6.2,13.5,0.327
425873,Unit,BA,1,23.2,6,15.5,0.2
425881,Unit,BA,1,15.7,7.2,23.3,0.452
425887,Unit,BA,1,23.2,7.4,15.8,0.452
425890,Unit,BA,1,34.1,6.9,13.6,0.498
425891,Unit,BA,1,25,5,9.3,0.325
425894,Unit,BA,1,13.8,6.8,34.1,0.38
425896,Unit,BA,1,34.2,6.7,13.6,0.386
425898,Unit,BA,1,15.8,7.2,23.5,0.466
425899,Unit,BA,1,25,5,9.3,0.175
425916,Unit,BA,1,34.3,6.2,13.5,0.486
425918,Unit,BA,1,23.2,6,15.5,0.325
425921,Unit,BA,1,23.2,6.9,15.7,0.45
425922,Unit,BA,1,23.2,6,15.5,0.471
425926,Unit,BA,1,15.7,7.2,23.3,0.604
425927,Unit,BA,1,15.5,7.1,23.4,0.454
425929,Unit,BA,1,34,6.6,13.8,0.448
425934,Unit,BA,1,23.2,6,15.5,0.425
425935,Unit,BA,1,34.2,7.1,14.1,0.478
425937,Unit,BA,1,24.6,4.5,9.6,0.374
425942,Unit,BA,1,34,6.9,13.8,0.478
425944,Unit,BA,1,23.2,6.9,15.8,0.442
425945,Unit,BA,1,13.6,7.2,34.1,0.57
425954,Unit,BA,1,34.2,7,13.8,0.488
425955,Unit,BA,1,34.1,7,13.7,0.478
425957,Unit,BA,1,34.1,6.9,13.9,0.478
425959,Unit,BA,1,34.1,7.1,13.5,0.472
425961,Unit,BA,1,23.2,7.5,15.8,0.59
425964,Unit,BA,1,34.1,7.2,13.6,0.642
425965,Unit,BA,1,23.2,6,15.5,0.319
425967,Unit,BA,1,34.3,6.2,13.5,0.226
425968,Unit,BA,1,34.1,6.8,13.7,0.484
425969,Unit,BA,1,23.3,6.9,16.1,0.45
425970,Unit,BA,1,13.5,7,34.1,0.63
425971,Unit,BA,1,24.6,4.4,9.5,0.376
425973,Unit,BA,1,13.5,7,34.1,0.488
425979,Unit,BA,1,34.1,6.9,13.6,0.478
425985,Unit,BA,1,34.1,7,13.6,0.474
425989,Unit,BA,1,23.4,6.9,15.6,0.452
425992,Unit,BA,1,23.2,7.1,15.6,0.442
426004,Unit,BA,1,23.1,7.2,15.8,0.448
426012,Unit,BA,1,23.2,7.2,15.7,0.452
426076,Unit,BA,1,5,2,2,0.008
426358,Unit,BA,1,43,24,24,3.85
426370,Unit,BA,1,29.4,24.4,23.4,1.752
426521,Unit,BA,1,7.3,4.8,8.8,0.118
427003,Unit,BA,1,21.6,2.8,6.2,0.188
427003,Car,BA,18,23,19,20,3.56
427004,Unit,BA,1,21.7,2.9,6.3,0.2
427004,Car,BA,18,23,19.5,20,3.81
427005,Unit,BA,1,21.9,4.9,5.2,0.336
427005,Car,BA,16,23.8,24,21,5.654
427008,Unit,BA,1,12,33,13,1.02
427020,Unit,BA,1,39.2,32.3,19.5,3.394
427021,Unit,BA,1,39.4,16.3,14.8,1.328
427022,Unit,BA,1,14.8,16.2,39.3,1.32
427023,Unit,BA,1,15,16.2,39.3,1.27
427024,Unit,BA,1,39.5,16.2,14.8,1.372
427025,Unit,BA,1,39,15.5,14.5,1.33
427026,Unit,BA,1,39.4,16.1,14.7,1.374
427027,Unit,BA,1,39.5,16.3,16.7,1.344
427028,Unit,BA,1,39.5,16,14.5,1.43
427343,Unit,BA,1,15.4,2.8,7.7,0.022
427661,Car,BA,10,57.5,23.9,42.1,6.226
427661,Unit,BA,1,18.6,23.3,10.6,0.46
427718,Unit,BA,1,14.5,13.5,20.5,0.495
427784,Unit,BA,1,53,6,36,2.03
427876,Car,BA,2,72.7,23.7,25.2,9.344
427876,Unit,BA,1,22.4,24,35.3,4.364
427877,Car,BA,2,46.9,39.9,29.5,13.204
427877,Unit,BA,1,41.6,34.3,24.1,6.114
427880,Car,BA,8,29,51.5,18,5.98
427880,Unit,BA,1,51,4.5,14,0.692
427882,Car,BA,10,37,17.5,32,5.75
427882,Unit,BA,1,37,3,16,0.534
427897,Unit,BA,1,20.3,7.1,20.9,0.624
427897,Car,BA,20,37,37,24,12.9
427920,Car,BA,20,49.5,21.5,27,13.25
427920,Unit,BA,1,15,3,10,0.62
427947,Unit,BA,1,38.7,19.7,14.7,1.128
428085,Car,BA,10,38,26,36,6.88
428085,Unit,BA,1,23,7,18.5,0.61
428087,Car,BA,10,46.6,26.1,37.6,8.714
428087,Unit,BA,1,22.6,7.3,23.5,0.81
428194,Unit,BA,1,8.8,1.1,12.9,0.02
428363,Unit,BA,1,15,4,9.5,0.082
428363,Car,BA,100,48,40.5,28,8.89
428406,Unit,BA,1,14.5,3,13,0.07
428406,Car,BA,80,28,31,63,6.9
428506,Unit,BA,1,23,3.5,17.3,0.174
428507,Unit,BA,1,23,3,17,0.14
428508,Unit,BA,1,23,3,17,0.18
428509,Unit,BA,1,17,1,14,0.04
428510,Unit,BA,1,16.5,1.8,13.9,0.036
428511,Unit,BA,1,17.2,2.4,23.1,0.09
428513,Unit,BA,1,17,1,14,0.04
428514,Unit,BA,1,16.6,2,13.8,0.096
428521,Car,BA,24,45.7,20.4,35,8.448
428521,Unit,BA,1,10.5,8.5,10.7,0.33
428523,Unit,BA,1,18.7,1.8,34.9,0.026
428524,Unit,BA,1,18.7,2.1,8.8,0.026
428530,Car,BA,70,46,34,31,10.72
428530,Unit,BA,1,15.6,3.5,21.8,0.166
428620,Unit,BA,1,8.5,0.5,3.5,0.03
428691,Unit,BA,1,56.5,11.5,45,6.07
428695,Unit,BA,1,56.5,12.7,45.7,5.738
428712,Unit,BA,1,16.4,1.7,13.8,0.062
428713,Unit,BA,1,17,1,14,0.05
428719,Unit,BA,1,16,1.5,8.5,0.05
428748,Unit,BA,1,11.3,1.2,10.1,0.016
428748,Car,BA,200,35.6,28,25.6,3.994
428749,Car,BA,200,35,26.2,23.5,3.906
428749,Unit,BA,1,10,1.2,11.4,0.012
428750,Car,BA,200,35,23,27,4.31
428750,Unit,BA,1,10,11.5,1.3,0.02
428941,Car,BA,90,37,36,31,8.71
428941,Unit,BA,1,19,3,11,0.09
428942,Unit,BA,1,14,2.7,9.1,0.076
428942,Car,BA,100,48.2,30.2,28.2,8.194
428984,Car,BA,6,34,20.5,15,1.06
428984,Car,BA,4,34.5,41.5,31,4.77
428984,Unit,BA,1,19,6.2,14.3,0.146
428986,Car,BA,6,34,20.5,15,1.06
428986,Unit,BA,1,19,6,14,0.14
428986,Car,BA,4,34.5,31.5,31,4.77
429079,Unit,BA,1,12,3.5,8,0.115
429086,Car,BA,40,54,21,32,7.29
429086,Unit,BA,1,15.2,5.2,9.4,0.162
429087,Car,BA,40,54,21,32.5,7.31
429087,Unit,BA,1,15,9.5,5,0.17
429129,Car,BA,10,39,30,23,2.9
429129,Unit,BA,1,40.4,4.4,32.9,0.308
429136,Unit,BA,1,3.8,4,13.5,0.026
429136,Car,BA,100,42.6,24.6,22,3.048
429291,Unit,BA,1,5,1,2,0.018
429336,Car,BA,16,52,55.5,31.5,12.61
429336,Unit,BA,1,30.5,7.5,23,0.83
429622,Unit,BA,1,10,0.5,4,0.06
429626,Unit,BA,1,11.3,4,11.3,0.172
429743,Unit,BA,1,16.3,1.6,25.6,0.048
429755,Car,BA,50,35.5,29,25.5,2.95
429755,Unit,BA,1,22.5,2.2,15.8,0.048
429793,Unit,BA,1,7.5,32.5,7.5,0.145
429812,Unit,BA,1,35.8,4.9,11.9,0.438
429837,Unit,BA,1,23.4,6.4,12.2,0.416
429846,Unit,BA,1,12.1,6.7,23.6,0.412
429847,Unit,BA,1,23.8,7,12.3,0.582
429855,Unit,BA,1,23.6,6.3,12.2,0.406
429864,Unit,BA,1,23.5,6.7,12.1,0.414
429878,Unit,BA,1,36.1,5,11.8,0.43
429887,Unit,BA,1,36,5,12,0.315
429951,Unit,BA,1,18,4.5,11.5,0.382
429958,Unit,BA,1,10.9,7.8,17.2,1.992
429960,Unit,BA,1,20.5,40.5,20.5,23.71
429961,Unit,BA,1,19.4,7.8,42.8,2.484
429964,Unit,BA,1,13.9,13.2,15.7,4.974
429965,Unit,BA,1,13.7,12.8,15.7,5.51
429966,Unit,BA,1,29.5,11.5,17.5,11.17
429967,Unit,BA,1,10.9,7.8,17.3,2.782
429968,Unit,BA,1,37.3,6.4,12.7,2.64
429969,Unit,BA,1,10.9,7.8,17.4,2.47
429970,Unit,BA,1,15.5,12.5,13.5,4.93
429971,Unit,BA,1,17.9,12.2,29.9,9.924
429972,Unit,BA,1,17.7,12.4,29.9,11.044
429973,Unit,BA,1,29,22.5,18,22.71
429974,Unit,BA,1,17.5,8,11,2
429975,Unit,BA,1,16,13,15,2
429976,Unit,BA,1,30,11.5,17.5,10.15
429977,Unit,BA,1,13.9,12.9,15.8,4.96
429978,Unit,BA,1,21.7,13.3,37.7,5.554
429979,Unit,BA,1,17.9,12.1,22.4,5.248
429980,Unit,BA,1,13.8,12.9,15.7,3.868
429981,Unit,BA,1,20.6,12.3,31.1,15.97
429984,Unit,BA,1,13.8,12.9,15.9,5.018
429986,Unit,BA,1,41,21,21,26.5
429988,Unit,BA,1,17.7,12.1,22.5,7.604
429989,Unit,BA,1,20.9,21,20.8,11.796
429995,Unit,BA,1,14.1,0.9,9.1,0.046
429996,Unit,BA,1,14.1,1,9.2,0.032
429998,Unit,BA,1,14,1,9,0.035
430000,Unit,BA,1,15.5,0.9,9.9,0.062
430007,Unit,BA,1,9.1,0.9,14.2,0.058
430008,Unit,BA,1,9.1,1.1,14.2,0.036
430010,Unit,BA,1,9.1,1,14.1,0.04
430012,Unit,BA,1,14.1,1,9.2,0.036
430013,Unit,BA,1,14.1,1,9.1,0.038
430015,Unit,BA,1,9,1,14,0.036
430017,Unit,BA,1,9.1,1,14.1,0.036
430019,Unit,BA,1,15,1,12,0.065
430020,Unit,BA,1,14,1,9.1,0.042
430021,Unit,BA,1,14.1,1,9.2,0.048
430023,Unit,BA,1,14,1,9,0.035
430026,Unit,BA,1,14,1,9,0.035
430027,Unit,BA,1,14.1,1,9.2,0.036
430028,Unit,BA,1,14.1,1,9.1,0.04
430029,Unit,BA,1,9.2,1,14.1,0.05
430030,Unit,BA,1,14,1,9.2,0.048
430031,Unit,BA,1,14.1,0.9,9.2,0.052
430032,Unit,BA,1,9.1,0.9,14.1,0.048
430034,Unit,BA,1,9.1,1,14.1,0.032
430037,Unit,BA,1,9.1,1,14.2,0.052
430038,Unit,BA,1,9.1,1,14.1,0.064
430040,Unit,BA,1,9.1,1.1,14,0.042
430042,Unit,BA,1,5,1,9.5,0.053
430043,Unit,BA,1,14,1,9.2,0.042
430047,Unit,BA,1,14.1,1,9.2,0.052
430049,Unit,BA,1,9.1,1,14.2,0.048
430052,Unit,BA,1,14.1,1,9.2,0.068
430053,Unit,BA,1,9.1,1,14.2,0.048
430055,Unit,BA,1,14,1,9,0.035
430056,Unit,BA,1,14.1,1,9.2,0.07
430059,Unit,BA,1,9.1,1,14.1,0.044
430060,Unit,BA,1,12.5,1.4,7.6,0.052
430061,Unit,BA,1,9.1,0.9,14.1,0.042
430062,Unit,BA,1,14.1,1,9.2,0.034
430064,Unit,BA,1,14.1,1.1,9.2,0.05
430065,Unit,BA,1,14.1,0.9,9.2,0.04
430068,Unit,BA,1,14.1,0.9,9.2,0.042
430070,Unit,BA,1,14.1,1.1,9.2,0.032
430080,Unit,BA,1,14,1,9,0.035
430085,Unit,BA,1,14,1,9,0.035
430095,Unit,BA,1,3,10,17,0.1
430095,Car,BA,10,21,17,18.5,0.814
430103,Unit,BA,1,17.8,5.5,14.9,0.332
430113,Unit,BA,1,10.3,2,14.4,0.058
430114,Unit,BA,1,10.3,2,14.4,0.064
430115,Unit,BA,1,10.3,2,14.3,0.052
430116,Unit,BA,1,10.2,2,14.4,0.048
430117,Unit,BA,1,14.3,2,10.3,0.042
430119,Unit,BA,1,10.3,1.9,14.4,0.048
430124,Unit,BA,1,10.2,2.2,14.3,0.038
430126,Unit,BA,1,10.5,2,14.5,0.035
430129,Unit,BA,1,11.3,2.2,9.1,0.048
430130,Unit,BA,1,11.3,2.3,9.1,0.046
430131,Car,BA,10,38,13,19.5,20.07
430131,Unit,BA,1,9,11,7,1.97
430132,Unit,BA,1,14.9,10.2,6.5,2.454
430132,Car,BA,5,36,12.7,17.1,12.382
430133,Car,BA,5,35,13,16.5,14.16
430133,Unit,BA,1,15,9.5,6.5,2.73
430134,Car,BA,4,22,21,32,12
430134,Unit,BA,1,9.5,10,15,2.85
430135,Unit,BA,1,18,16.5,7.5,5.765
430135,Car,BA,2,19,19.5,17,11.73
430136,Car,BA,15,36.5,13.5,20.5,12.712
430136,Unit,BA,1,7,11,4.5,0.82
430137,Unit,BA,1,15,9.5,3.5,1.256
430138,Car,BA,10,31,13,28,19.19
430138,Unit,BA,1,15,10,5,1.87
430139,Unit,BA,1,10.6,7.1,8.9,1.878
430216,Car,BA,8,59,11.5,15.5,4.045
430216,Unit,BA,1,13.9,5.5,13.9,0.462
430278,Unit,BA,1,34.1,6.9,13.6,0.384
430294,Car,BA,10,44,20,36.5,8.51
430294,Unit,BA,1,21.5,18.6,7.3,0.772
430308,Unit,BA,1,34,6,14,0.345
430320,Car,BA,60,43,30,31,10.67
430320,Unit,BA,1,16,2.5,12.5,0.107
430321,Car,BA,60,44,30,31,10.58
430321,Unit,BA,1,18.2,2.9,12.3,0.166
430322,Car,BA,60,43,34,35,12.34
430322,Unit,BA,1,20.2,2.8,14.3,0.194
430394,Unit,BA,1,11.5,2.5,10.9,0.046
430394,Car,BA,60,55.1,11.6,21.3,3.072
430395,Car,BA,60,54.5,11,20.5,2.56
430395,Unit,BA,1,32.5,2.6,16.4,0.038
430396,Unit,BA,1,11.4,2.5,10.8,0.038
430396,Car,BA,60,55.2,11.5,21,2.564
430397,Car,BA,60,55,11.4,21.2,2.566
430397,Unit,BA,1,11.4,2.5,10.9,0.044
430398,Unit,BA,1,11.4,4.7,10.8,0.082
430398,Car,BA,30,55.5,11.7,22.9,2.772
430399,Unit,BA,1,10.7,2.5,11.5,0.05
430399,Car,BA,60,55.2,11.7,21.2,2.894
430400,Car,BA,60,55.1,11.8,22,2.968
430400,Unit,BA,1,10.7,2.5,11.4,0.052
430401,Car,BA,60,56.1,11.9,21.1,2.926
430401,Unit,BA,1,10.9,2.5,11.4,0.052
430455,Unit,KO,1,49,53,49,16.2
430460,Unit,BA,1,21.4,4.7,37.3,0.104
430460,Car,BA,30,55,11.5,22,3.32
430497,Unit,BA,1,12,10,5.5,0.07
430498,Unit,BA,1,12,10,5.5,0.07
430512,Car,BA,400,45,35,28,13.69
430512,Unit,BA,1,8.9,2.5,18.4,0.034
430514,Unit,BA,1,13,1,11,0.04
430518,Car,BA,20,35.5,22,27,5.888
430518,Unit,BA,1,13,7,10,0.274
430519,Pal,BA,560,80,171,120,385
430519,Car,BA,10,35,23,29,6.76
430519,Unit,BA,1,17,4,14.5,0.61
430520,Unit,BA,1,22.3,2.2,11.9,0.022
430523,Unit,BA,1,11,1,8,0.01
430524,Car,BA,300,35,41,30,3.776
430524,Unit,BA,1,14,1,7,0.01
430525,Unit,BA,1,20.5,1.5,8,0.008
430558,Car,BA,200,37.8,25.5,34.7,5.244
430558,Unit,BA,1,18.6,1.9,8.9,0.022
430613,Unit,BA,1,21.7,2.9,15.9,0.136
430613,Car,BA,24,23.3,19.9,21.9,3.422
430614,Unit,BA,1,4.8,2.9,21.7,0.124
430614,Car,BA,24,23,19,20,3.17
430615,Unit,BA,1,21.8,2.9,4.8,0.132
430615,Car,BA,24,23.3,19.9,20.9,3.386
430616,Unit,BA,1,21.8,2.9,4.8,0.162
430616,Car,BA,24,23.4,19.7,21.2,4.058
430743,Unit,BA,1,23.6,10.6,20.3,0.578
430743,Car,BA,10,53.5,23.5,42.4,6.02
430777,Unit,BA,1,48,41,20,3.24
430799,Unit,KO,1,47,44,54,14.6
430821,Unit,KO,1,85,22,62,18.79
430849,Unit,KO,1,168,10,14,3.45
430903,Unit,BA,1,21.8,5.2,4.8,0.36
430904,Unit,BA,1,21.9,5.3,4.8,0.356
430904,Car,BA,16,24,23.9,20.7,5.988
430905,Unit,BA,1,22,5,6,0.354
430906,Unit,BA,1,22,5,10,0.692
430953,Unit,BA,1,34.2,6.7,13.7,0.378
431106,Unit,BA,1,46,38,17,6.59
431112,Car,BA,100,52,46,37,8.58
431112,Car,BA,25,50,17,2,1.93
431112,Unit,BA,1,21.1,3.3,15.1,0.072
431114,Car,BA,20,24.5,19,20,5.02
431114,Unit,BA,1,11,16,2,0.23
431134,Unit,BA,1,15.9,6.4,10.8,0.252
431137,Unit,BA,1,10,3,15,0.62
431137,Car,BA,20,49,22,28,13.18
431138,Unit,BA,1,15,3,10,0.62
431138,Car,BA,20,50,21,27,13.25
433659,Unit,BA,1,20.4,4,16.7,0.1
433674,Unit,BA,1,13,2,6,0.02
433720,Unit,BA,1,38.4,8.9,39.1,3.45
433736,Unit,BA,1,20,3.5,15.5,0.232
433737,Unit,BA,1,18.4,4.9,24.4,0.232
433737,Car,BA,42,56.7,49.9,23.1,11.382
433781,Unit,BA,1,31,26,22,12.84
433781,Pal,KO,40,84,142,66.5,510.5
433901,Unit,BA,1,11.6,7.7,9.9,1.752
433901,Car,BA,10,39,12.5,19,17.51
433902,Unit,BA,1,34,6.7,13.7,0.382
433904,Unit,BA,1,14.3,2.2,20.1,0.126
433905,Unit,BA,1,19.3,2.7,14.4,0.092
433948,Unit,BA,1,13.5,1.6,17.1,0.082
433948,Car,BA,25,39,16,20,2.2
433970,Unit,BA,1,34,15.2,11.2,0.858
433989,Unit,KO,1,76,12,12,7.35
434055,Unit,BA,1,6,2,3,0.05
434081,Unit,BA,1,33.5,13,11.5,0.8
434114,Unit,BA,1,48,37.6,19.4,4.446
434115,Pal,KO,60,120,200,100,279
434115,Unit,KO,1,48,37,19,4.4
434202,Unit,BA,1,6.8,2.9,8.2,0.034
434314,Car,BA,60,36,24,37,5.73
434314,Unit,BA,1,13,1.5,10.5,0.07
434315,Car,BA,60,37,24.5,36.5,5.75
434315,Unit,BA,1,13,1.5,10.5,0.07
434371,Unit,KO,1,73.5,48,25,9.12
434377,Unit,BA,1,15,9,6,2.3
434377,Car,BA,5,35,12,16,11.65
434381,Unit,BA,1,15,9,6.5,2.62
434381,Car,BA,5,36,13,17.5,13.36
434386,Unit,BA,1,16,2.5,16,0.033
434408,Car,BA,5,16.6,8.8,20,0.328
434408,Unit,BA,1,7.2,3.4,14.9,0.056
434432,Unit,BA,1,11.9,1.6,8.2,0.098
434432,Car,BA,12,16.5,5,13.5,1.14
434436,Unit,BA,1,11.9,1.6,8.2,0.1
434436,Car,BA,12,17.6,6.2,14.8,1.236
434457,Car,BA,12,16.5,4,12.5,0.61
434457,Unit,BA,1,12,1.5,8,0.06
434467,Unit,BA,1,12,3,8,0.14
434467,Car,BA,12,23.5,6,13,1.73
434473,Unit,BA,1,11.9,3.4,8.2,0.28
434473,Car,BA,12,24.5,7,15.5,3.474
434474,Unit,BA,1,11.9,1.8,8.2,0.048
434474,Car,BA,12,23.3,4.7,13.6,0.608
434493,Unit,BA,1,11.2,3.1,7.6,0.058
434504,Unit,BA,1,18,1,12,0.06
434507,Unit,BA,1,7.8,2,5.9,0.018
434743,Unit,BA,1,27.5,7.5,16.5,0.48
435189,Unit,BA,1,34.3,6.7,13.7,0.382
435202,Unit,BA,1,23.2,7.4,15.6,0.45
435215,Car,BA,20,32.1,20.6,30.8,5.398
435215,Unit,BA,1,7.5,5.9,17.6,0.25
435234,Car,BA,20,37.5,38.4,25.5,10.09
435234,Unit,BA,1,33,3.8,17.5,0.48
435289,Unit,BA,1,21,6,15,0.31
435315,Unit,BA,1,12.5,9.5,12.5,0.89
435315,Car,BA,4,59.5,12,15,3.94
435334,Unit,BA,1,22.9,7.6,14.9,0.402
435334,Car,BA,9,46.7,26.8,23.6,4.096
435336,Car,BA,9,46,25,23,4.195
435336,Unit,BA,1,22.8,7.5,14.9,0.404
435341,Car,BA,8,29,25.5,10,1.026
435341,Unit,BA,1,19,6.2,12.3,0.114
435425,Unit,BA,1,15.5,5,7,0.08
435425,Car,BA,4,15.5,19,11.5,0.39
435425,Car,BA,12,35.5,21,17,1.4
435464,Car,BA,5,45,28,22,2.14
435464,Unit,BA,1,26.4,8.9,21.3,0.382
435643,Unit,BA,1,26,20.2,9.7,0.854
435643,Car,BA,10,58.3,23.1,45.5,9.598
435805,Unit,BA,1,24.6,2.4,11,0.05
435917,Unit,BA,1,11.2,1.5,18.6,0.072
435918,Unit,BA,1,18.5,1.7,11.3,0.06
435919,Unit,BA,1,11.3,1.8,18.6,0.076
435933,Unit,BA,1,35.2,16.3,20.2,1.398
435934,Unit,BA,1,35.4,16.3,20.2,1.232
435935,Unit,BA,1,25.3,13.5,34.7,0.932
436219,Pal,KO,9,120,205,80,177
436219,Unit,KO,1,76.5,64.5,32.5,18.75
436318,Unit,BA,1,13.3,3.7,10.2,0.13
436318,Car,BA,4,15.5,12.5,14.5,0.55
436547,Car,BA,400,59,51,47,18
436547,Unit,BA,1,20,1,10.5,0.02
436548,Car,BA,400,59,51,47,18
436548,Unit,BA,1,20,1,10.5,0.037
437103,Unit,BA,1,21.6,5.5,16.2,0.266
437103,Car,BA,40,56,33,44,12.46
437104,Unit,BA,1,21,5,16,0.29
437104,Car,BA,40,56,34,45,12.57
437105,Car,BA,40,45,20.5,43,6.64
437105,Unit,BA,1,11,8,9,0.14
437106,Car,BA,100,45.9,42.1,27.6,9.046
437106,Unit,BA,1,12.5,4.7,8.1,0.084
437108,Unit,BA,1,46.6,10,35,4.836
437185,Car,BA,10,44,40,29,8.86
437185,Car,BA,25,27,18,8.5,0.81
437185,Unit,BA,1,16,1.6,5,0.03
437229,Unit,BA,1,18.1,1.9,10.1,0.096
437229,Car,BA,10,18.9,11.6,18.4,0.586
437230,Car,BA,10,18.6,11.3,16.9,0.52
437230,Unit,BA,1,10.1,2.2,17.8,0.042
437302,Unit,BA,1,11.1,2,20.4,0.066
437448,Car,BA,10,14.4,9.1,17.3,0.328
437448,Unit,BA,1,6.7,1.8,6.8,0.066
437534,Car,BA,20,59.8,40.2,38.9,11.66
