Product,Unit,PackageType,ContentQty,X,Y,Z,Weight
617122,Car,BA,5,67,28,35,17.72
617140,Unit,BA,1,20,10,1,0.08
617143,Unit,BA,1,13.5,18,1,0.066
617144,Unit,BA,1,13,18,1,0.066
617145,Unit,BA,1,13.7,3.6,12.6,0.174
617145,Car,BA,10,28.9,14.3,18.4,1.95
617148,Unit,BA,1,11.3,0.8,10.1,0.02
617148,Car,BA,25,18,12.1,13.2,0.438
617149,Car,BA,25,18,12.5,11.5,0.408
617149,Unit,BA,1,11.5,10.5,1,0.013
617150,Unit,BA,1,11.5,10.5,1,0.01
617233,Unit,BA,1,20,10,1,0.08
617236,Unit,BA,1,20,10,1,0.08
617239,Unit,BA,1,21,14,8.5,1.078
617239,Car,BA,10,53,38,22,12.276
617243,Unit,BA,1,21,14.5,8.5,1.11
617243,Car,BA,10,53.5,38,22,12.536
617247,Unit,BA,1,10.8,18.8,24.4,1.75
617248,Unit,BA,1,20,10,1,0.08
617258,Unit,BA,1,20,10,1,0.08
617259,Unit,BA,1,20,10,0.1,0.08
617260,Unit,BA,1,20,10,1,0.08
617261,Unit,BA,1,20,10,1,0.08
617262,Unit,BA,1,20,10,1,0.08
617270,Unit,BA,1,20,10,1,0.08
617275,Unit,BA,1,20,10,1,0.08
617286,Unit,BA,1,10.3,6.2,32,0.696
617295,Unit,BA,1,20,10,1,0.08
617303,Unit,BA,1,20,10,1,0.05
617328,Car,BA,10,15.5,19,5.5,0.4
617328,Unit,BA,1,5,19.5,1,0.032
617369,Unit,BA,1,16.5,5,2.5,0.041
617370,Unit,BA,1,16.5,5,2.5,0.041
617371,Unit,BA,1,16.5,5,2.5,0.041
617372,Unit,BA,1,16.5,5,2.5,0.041
617373,Unit,BA,1,16.5,5,2.5,0.041
617374,Unit,BA,1,16.5,5,2.5,0.041
617375,Unit,BA,1,16.5,5,2.5,0.041
617384,Unit,BA,1,10.5,7,9,0.212
617410,Unit,BA,1,11.1,0.9,1.2,0.001
617411,Unit,BA,1,12,3,1,0.003
617413,Unit,BA,1,16.8,0.9,9.8,0.01
617415,Unit,BA,1,25.3,3.4,15.4,0.342
617417,Unit,BA,1,26.1,4.5,12.4,0.216
617417,Car,BA,30,47.5,29.7,40.1,7.142
617418,Unit,BA,1,14.8,5,13.2,0.15
617418,Car,BA,60,50.7,30.2,47.8,10.084
617419,Unit,BA,1,12.9,4.6,14.6,0.136
617419,Car,BA,30,24.6,29.4,46.8,4.578
617430,Unit,BA,1,8,14.5,3,0.052
617430,Car,BA,20,30,17.5,17,1.37
617451,Unit,BA,1,13.6,5.3,19.3,0.324
617452,Unit,BA,1,22.4,1.1,12.8,0.024
617472,Unit,BA,1,13.6,1.5,17.2,0.072
617479,Unit,BA,1,8,12,4,0.128
617480,Car,BA,10,21.5,16,13,1.412
617480,Unit,BA,1,12,7.5,4,0.126
617508,Car,BA,10,77.7,35.6,44,10.472
617508,Unit,BA,1,45.4,9.6,40.2,0.924
617514,Car,BA,6,18,12,16,0.37
617514,Unit,BA,1,10.5,13.5,3,0.05
617526,Unit,BA,1,10,21,2,0.14
617540,Car,BA,2,52,32,34,7.95
617540,Unit,BA,1,25,30.5,32,3.43
617557,Unit,BA,1,23.7,2.3,5.3,0.104
617563,Unit,BA,1,5,2,24,0.066
617565,Unit,BA,1,5.2,2.3,23.8,0.086
617569,Unit,BA,1,23.8,2,5.4,0.054
617573,Unit,BA,1,31.5,24,2,0.37
617601,Unit,BA,1,11,2,18.5,0.12
617612,Unit,BA,1,11,2,8,0.126
617622,Unit,BA,1,10,5,12,0.06
617624,Unit,BA,1,10,2.8,12.3,0.022
617628,Unit,BA,1,12,7,1.5,0.016
617633,Unit,BA,1,19.1,1.6,11.1,0.064
617647,Unit,BA,1,11,1,19.5,0.093
617655,Unit,BA,1,10.3,3.4,11.3,0.094
617656,Unit,BA,1,14.3,6.4,19,0.458
617671,Unit,BA,1,18.5,1.6,11.3,0.066
617673,Unit,BA,1,18.6,1.8,11.2,0.082
617681,Unit,BA,1,52,35.5,14.5,4.34
617683,Unit,BA,1,52,10,37,2.94
617807,Unit,BA,1,46.3,6.8,29,2.136
617813,Unit,BA,1,55,9,38,3.95
617815,Car,BA,20,39,27,17.5,5.594
617815,Unit,BA,1,8,7.5,12.5,0.262
617834,Car,BA,10,37,30.5,15.5,2.41
617834,Unit,BA,1,27.5,7,7,0.208
617868,Unit,BA,1,46.9,30,7.7,2.384
617871,Unit,BA,1,13,17,2.5,0.15
617873,Unit,BA,1,13,15,2,0.15
617887,Car,BA,20,54,30,20,15.2
617887,Unit,BA,1,26,17,5,0.7
617912,Unit,BA,1,23.5,12.5,1.5,0.029
617913,Unit,BA,1,20,10.5,1,0.042
617916,Unit,BA,1,20,10.5,2,0.105
617926,Unit,BA,1,19,5.6,14.8,0.182
617927,Unit,BA,1,11.5,18.5,5,0.18
617950,Car,BA,10,23.6,11.7,18.5,1.764
617950,Unit,BA,1,9.6,4.6,8.6,0.162
617951,Unit,BA,1,10.1,4.6,8.7,0.164
617951,Car,BA,10,23.8,11.9,18.6,1.806
617952,Car,BA,10,25,15,10,1.8
617952,Unit,BA,1,8,10,2,0.16
617982,Car,BA,24,34.5,42.2,31.8,4.898
617982,Car,BA,6,33.4,20.9,20.5,1.142
617982,Unit,BA,1,19,7,14.4,0.148
618010,Unit,BA,1,20,1,10,0.08
618011,Unit,BA,1,12,7,3,0.16
618020,Unit,BA,1,14.5,14.5,5,0.354
618021,Unit,BA,1,15,14,5,0.3
618032,Unit,BA,1,12.1,1.2,34.7,0.052
618034,Unit,BA,1,13.4,2.7,21.5,0.1
618105,Car,BA,10,20,20,20,5.1
618105,Unit,BA,1,18,9,5,0.4
618123,Car,BA,10,58.5,32.5,25.5,9.3
618123,Unit,BA,1,30,22,5.5,0.844
618131,Unit,BA,1,27,5.6,27.4,0.852
618131,Car,BA,10,56.7,29.6,42.7,9.374
618146,Unit,BA,1,8,14,2.5,0.06
618147,Unit,BA,1,14,8,3.5,0.06
618149,Unit,BA,1,13.5,4.5,1,0.01
618149,Car,BA,100,27,24.5,15.5,1.552
618152,Unit,BA,1,8,14,3.5,0.06
618153,Unit,BA,1,7.6,2.9,14.1,0.048
618154,Unit,BA,1,13.4,2.9,7.6,0.044
618155,Unit,BA,1,8,14,2.5,0.05
618157,Unit,BA,1,8,14,2.5,0.04
618163,Unit,BA,1,39.5,34,8,3.478
618180,Unit,BA,1,15.5,5.5,2,0.028
618186,Car,BA,20,30,25,20,2.82
618186,Unit,BA,1,15,9,5,0.12
618195,Unit,BA,1,22.3,2.4,13.4,0.31
618196,Unit,BA,1,22.2,2.4,13.4,0.298
618206,Car,BA,24,45,39,30,6.04
618206,Unit,BA,1,14,20,6,0.22
618231,Pal,KO,12,119.5,210.5,102.5,227.5
618231,Unit,KO,1,77,32,65,17.35
618236,Unit,BA,1,14.5,13,8,0.23
618236,Car,BA,30,67.5,51.5,17,8.3
618237,Car,BA,40,51.1,29.4,32.5,7.652
618237,Unit,BA,1,15.2,5.1,12.9,0.174
618239,Unit,BA,1,14,13,5,0.52
618239,Car,BA,20,50,27,41,10.6
618251,Unit,BA,1,21.5,17.5,9,1
618251,Car,BA,40,47.5,37,24,10.948
618256,Car,BA,5,40.9,40.6,25.1,5.416
618256,Unit,BA,1,23.3,7.7,36.7,0.94
618259,Car,BA,20,54,41,33,11.68
618259,Unit,BA,1,19.5,14.5,10.5,0.526
618308,Unit,KO,1,80.1,62.3,27.6,13.976
618452,Car,BA,10,45,19,28.6,5.098
618452,Unit,BA,1,13.2,8.8,16.3,0.46
618464,Unit,BA,1,18,15,1,0.2
618471,Unit,BA,1,18,15,1,0.2
618480,Unit,BA,1,7.5,7.5,12.5,0.262
618480,Car,BA,20,39,27,17.5,5.604
618498,Car,BA,25,14,10,8.5,0.218
618498,Unit,BA,1,12.5,7.5,0.1,0.008
618499,Car,BA,25,13,9.5,8,0.228
618499,Unit,BA,1,13,7.5,0.1,0.006
618500,Unit,BA,1,13,7.5,0.1,0.01
618500,Car,BA,25,13.5,9.5,8.5,0.228
618545,Unit,BA,1,22.5,17.5,12,5.7
618548,Unit,BA,1,15.1,3.3,45,0.226
618557,Unit,BA,1,20,20,5,0.836
618615,Unit,BA,1,10.9,3.7,9.1,0.078
618615,Car,BA,100,50,48,23,9.02
618659,Unit,BA,1,25.6,3.4,16.6,0.294
618814,Unit,BA,1,24,9,5,0.198
618818,Unit,BA,1,13.5,3.5,6,0.606
618839,Car,BA,6,39,26.5,14.5,2.754
618839,Unit,BA,1,12,12,9,0.366
618840,Unit,BA,1,12.5,9.3,12.1,0.34
618840,Car,BA,6,39.1,15,26.7,2.502
618853,Unit,BA,1,15.5,4.5,10,0.18
618886,Unit,BA,1,11.5,1.5,18.5,0.08
618892,Unit,BA,1,16.4,2.8,8.4,0.066
618892,Car,BA,100,45.3,29.7,35.6,7.612
618893,Car,BA,100,44.5,35,29,9.6
618893,Unit,BA,1,16.5,8.5,3,0.088
618894,Unit,BA,1,16.5,8.5,3,0.088
618894,Car,BA,100,44.5,35,29,9.6
618895,Car,BA,100,44.5,35,29,9.6
618895,Unit,BA,1,16.5,8.5,3,0.088
618896,Unit,BA,1,16.5,8.5,3,0.088
618896,Car,BA,100,44.5,35,29,9.6
618897,Unit,BA,1,16.5,8.5,3,0.088
618897,Car,BA,100,44.5,35,29,9.6
618898,Car,BA,100,44.5,35,29,9.6
618898,Unit,BA,1,16.5,8.5,3,0.088
618899,Car,BA,100,44.5,35,29,9.6
618899,Unit,BA,1,16.5,8.5,3,0.088
618919,Unit,BA,1,33,17.5,3,0.465
618992,Unit,BA,1,10,11,3.5,0.12
618993,Unit,BA,1,10,11,3.5,0.12
618994,Unit,BA,1,10,11,3.5,0.12
618995,Unit,BA,1,10,11,3.5,0.12
618996,Unit,BA,1,10,11,3.5,0.12
618997,Unit,BA,1,9.8,3.7,11.5,0.122
618998,Unit,BA,1,11.4,3.7,9.8,0.122
618999,Unit,BA,1,10,11,3.5,0.12
619000,Unit,BA,1,11.3,3.6,10.1,0.12
619001,Unit,BA,1,10,11,3.5,0.12
619003,Unit,BA,1,8.7,3.7,10,0.138
619004,Unit,BA,1,8.3,3.7,9.9,0.144
619005,Unit,BA,1,8,10,3.5,0.14
619006,Unit,BA,1,8,10,3.5,0.14
619007,Unit,BA,1,8.2,3.7,10,0.136
619008,Unit,BA,1,9.9,3.7,8.3,0.136
619009,Unit,BA,1,10,8,3.5,0.14
619010,Unit,BA,1,8.2,3.7,10,0.138
619011,Unit,BA,1,10,8,3.5,0.14
619012,Unit,BA,1,10,8,3.5,0.14
619034,Pal,KO,20,120,100,204,191
619034,Unit,KO,1,69.7,58.1,21.9,8.93
619067,Car,BA,10,43,19.5,19,1.422
619067,Unit,BA,1,13.5,7.5,3,0.068
619068,Car,BA,10,43,19.5,19,1.432
619068,Unit,BA,1,13.5,8,3,0.07
619069,Car,BA,10,43,19.5,19,1.43
619069,Unit,BA,1,13.5,8,3,0.07
619071,Unit,BA,1,21.2,12.5,25.8,2.448
619084,Unit,BA,1,18.8,1.5,8.9,0.016
619095,Unit,BA,1,36.8,2.6,14.1,0.204
619110,Unit,BA,1,10,11,2,0.11
619112,Unit,BA,1,6.6,3,19.2,0.048
619142,Unit,BA,1,18.1,8.9,27.2,1.408
619142,Car,BA,10,59,54,20,17.74
619143,Car,BA,10,53,59,19.5,17.6
619143,Unit,BA,1,15,14,9,1.45
619147,Unit,BA,1,12.5,4,21,0.14
619148,Unit,BA,1,11.5,14.5,10.5,0.486
619149,Unit,BA,1,14.9,10.7,11.6,0.51
619150,Unit,BA,1,13,17,10,0.74
619159,Unit,BA,1,17.7,10.1,12.8,0.764
619170,Unit,BA,1,9.5,1,15.5,0.074
619171,Unit,BA,1,15.4,1.3,9.6,0.124
619179,Car,BA,20,40.3,49.6,42.7,11.454
619179,Pal,KO,165,120,112,85,102
619179,Unit,BA,1,20.3,9.5,19.1,0.518
619180,Car,BA,36,33.5,28.3,35,9.374
619180,Unit,BA,1,7.7,8.6,10.9,0.24
619181,Pal,KO,200,70,212,100,219
619181,Unit,BA,1,24.4,7.7,33.2,0.938
619181,Car,BA,10,50.6,41.1,39.4,9.986
619182,Unit,BA,1,35.2,8.5,24.5,0.842
619182,Car,BA,10,51.4,44.6,37.8,9.646
619183,Unit,BA,1,23.1,6.9,33.9,1.034
619183,Car,BA,10,48.8,36.2,36.6,11.354
619184,Unit,BA,1,13.1,4.9,11.9,0.242
619188,Car,BA,3,39,24.5,19,3.12
619188,Unit,BA,1,38,7.5,16.5,0.876
619245,Unit,BA,1,13,17,3.5,0.108
619245,Car,BA,40,34,33,27.5,4.57
619288,Unit,BA,1,17.8,2.2,11.5,0.104
619315,Unit,BA,1,20,15,9,1.578
619315,Car,BA,10,56,48,20,15.8
619327,Unit,BA,1,19.3,5.6,15.5,0.204
619352,Unit,BA,1,20,14,5,0.54
619353,Car,BA,10,34.5,28.5,17,2.914
619353,Unit,BA,1,16.5,15.5,6.5,0.25
619369,Unit,BA,1,10.1,20.4,26.1,1.652
619369,Car,BA,10,53.5,55,24,18.218
619370,Car,BA,10,56.9,24.6,54.8,18.224
619370,Unit,BA,1,20.5,9.8,26.4,1.858
619381,Unit,BA,1,51.1,5.1,28.7,1.29
619382,Unit,BA,1,28.4,7,22.8,0.966
619382,Car,BA,12,58.3,23.5,47,12.794
619383,Unit,BA,1,20.8,2.1,13.6,0.034
619388,Car,BA,12,58.5,23.4,47.1,12.424
619388,Unit,BA,1,28.2,6.9,22.5,0.932
619390,Car,BA,12,43.2,39,28.9,11.334
619390,Unit,BA,1,12.3,13.8,20,0.922
619392,Car,BA,12,26,40,40,10.4
619392,Unit,BA,1,19.7,13.6,12.4,0.788
619403,Car,BA,12,41,39,28.5,9.8
619403,Unit,BA,1,19.5,13,12,0.75
619404,Car,BA,12,41.5,39,28.5,9.7
619404,Unit,BA,1,19.5,13,12,0.742
619418,Unit,BA,1,11,19,4.5,0.495
619425,Car,BA,16,57,35,22,14.08
619425,Unit,BA,1,30,6.5,8.5,0.796
619428,Unit,BA,1,28,7,9,0.86
619428,Car,BA,16,57,35,22,15.5
619442,Unit,BA,1,10,10,0.1,0.014
619458,Car,BA,10,35.7,29.5,24,8.388
619458,Unit,BA,1,25.8,4.5,17,0.802
619481,Car,BA,48,34.6,29.2,34.6,5.456
619481,Unit,BA,1,20.8,2.8,12.9,0.1
619497,Unit,BA,1,30,10,10,0.5
619515,Car,BA,10,21,20,12,0.764
619515,Unit,BA,1,18,11,2,0.068
619516,Unit,BA,1,11.1,2.3,20.4,0.068
619516,Car,BA,10,21.1,12.4,20.3,0.712
619517,Car,BA,10,19,16.5,11,0.595
619517,Unit,BA,1,18.5,10,2,0.052
619532,Unit,BA,1,11.1,2.1,18.4,0.08
619532,Car,BA,10,20.8,12.4,20.2,0.908
619541,Unit,BA,1,19.3,1.5,11.1,0.068
619568,Car,BA,10,21.4,14.2,14.8,0.706
619568,Unit,BA,1,11.5,1.6,20.3,0.062
619581,Car,BA,10,21,14,13,0.924
619581,Unit,BA,1,11.5,1,20,0.085
619596,Unit,BA,1,7,3.5,15,0.141
619597,Unit,BA,1,7,3.5,15,0.141
619604,Car,BA,9,51.3,26.4,31.4,10.252
619604,Unit,BA,1,49.1,3.5,23.9,1.08
619615,Unit,BA,1,18.9,2.8,7.2,0.07
619615,Car,BA,12,20,17,16,0.966
619616,Unit,BA,1,15,8.5,4.5,0.21
619624,Unit,BA,1,21,9,2,0.07
619625,Unit,BA,1,21,9,2,0.07
619626,Unit,BA,1,21,9,2,0.07
619627,Unit,BA,1,21,9,2,0.07
619632,Unit,BA,1,35,42,4,0.356
619653,Unit,BA,1,44,8,31,1
619669,Unit,BA,1,31,29,29,4.732
619675,Unit,BA,1,34,24,1,0.068
619738,Unit,BA,1,16.5,5.5,11,0.108
619741,Unit,KO,1,58,17,27.3,19.536
619742,Car,BA,20,47,21,28,4.44
619742,Unit,BA,1,12,18,5,0.19
619743,Unit,BA,1,14,20,5,0.16
619750,Unit,BA,1,18.6,5.6,14.9,0.014
619785,Unit,BA,1,18,6.6,19,0.604
619785,Car,BA,10,39.5,21.7,34.3,6.814
619786,Unit,BA,1,46,15,11,1.4
619798,Unit,BA,1,9,27,4,0.68
619798,Car,BA,12,33,34,30,9.59
619831,Car,BA,20,36,27.5,21.5,8.824
619831,Unit,BA,1,17.5,8.5,5.5,0.416
619834,Car,BA,20,36.6,22.2,27.7,8.844
619834,Unit,BA,1,17.1,5.2,8.5,0.416
619850,Unit,BA,1,50.3,9.2,31,1.958
619852,Unit,BA,1,55.4,41.5,13.2,4.332
619852,Pal,KO,72,120,205,100,349
619858,Unit,BA,1,36.5,4,15.5,0.858
619859,Unit,BA,1,45,3.5,20,1.032
619860,Unit,BA,1,19.5,6,12.5,0.322
619864,Unit,KO,1,68,17,52.5,6.77
619871,Unit,BA,1,43.1,28.9,31.1,2.352
619902,Unit,BA,1,11.8,1.6,22.3,0.034
619903,Unit,BA,1,23.1,41.6,23.1,2.518
619903,Car,BA,4,48.4,41.9,48,11.488
619916,Unit,BA,1,12,6.5,3,0.07
619919,Unit,BA,1,13.5,18.5,8,0.456
619924,Unit,BA,1,39.4,26,8.3,1.28
619926,Unit,BA,1,33,22,7,1.1
619927,Unit,BA,1,23.6,26.5,29,2.656
619942,Unit,BA,1,10.9,2.8,15.5,0.098
619943,Unit,BA,1,10.9,2.7,15.5,0.094
619943,Car,BA,10,16.6,15.1,29.8,1.202
619960,Unit,BA,1,17,3.9,15.9,0.112
619982,Unit,BA,1,34.5,25.5,38,4.914
619982,Car,BA,2,53,37,40.5,11.072
619985,Unit,KO,1,72,56,26,14.81
619986,Unit,KO,1,66.5,62.5,17.5,11.132
619996,Unit,BA,1,11.8,6.3,6.2,0.094
619996,Car,BA,60,44.9,26.7,33,6.352
619997,Unit,BA,1,14.2,5.2,40.2,0.128
620003,Unit,BA,1,47,11.5,46,1.681
620010,Car,BA,10,47.8,39,39.7,8.252
620010,Unit,BA,1,37.3,7.3,22.8,0.756
620011,Unit,BA,1,13.1,9.9,20.4,0.47
620011,Car,BA,24,43.7,42,40.5,12.342
620012,Unit,BA,1,21.7,5.1,26.7,1.084
620012,Car,BA,6,34.5,31.9,23.4,6.474
620018,Car,BA,20,33.5,20.5,20,4.896
620018,Unit,BA,1,16.9,3.2,8.8,0.23
620019,Car,BA,20,33.3,21,21,4.92
620019,Unit,BA,1,16.8,3.2,8.8,0.228
620020,Unit,BA,1,16.7,3.2,8.8,0.226
620020,Car,BA,20,33.5,20.5,20.2,4.886
620032,Unit,KO,1,62,40,13.5,6.08
620032,Pal,KO,70,120,213,100,432.2
620033,Unit,BA,1,24.2,8,16.7,0.668
620034,Unit,KO,1,62,13.5,39.5,5.81
620034,Pal,KO,70,120,209,100,423.5
620034,Pal,KO,60,120,209,100,364
620038,Unit,KO,1,72,39,14,6.9
620038,Pal,KO,40,120,80,210,283.60001
620043,Pal,KO,34,120,80,191,272.5
620043,Unit,KO,1,71.5,44.5,13.5,7.8
620044,Pal,KO,28,120,80,196,249
620044,Unit,KO,1,83,46,16,8.816
620051,Unit,KO,1,82,44.5,14,9.3
620051,Pal,BA,32,120,192,80,303
620052,Unit,KO,1,94,52,17,15.3
620052,Pal,KO,25,80,120,222,433.5
620061,Unit,BA,1,26,11.8,19.8,0.548
620061,Car,BA,8,53,53.9,21.9,5.772
620066,Unit,BA,1,15.3,5.8,33.8,0.896
620067,Unit,BA,1,17.5,6.5,12,0.27
620068,Unit,BA,1,17.5,6.5,12,0.268
620070,Unit,BA,1,23.5,6,17,0.354
620070,Car,BA,6,36.4,21.4,25.4,2.638
620085,Unit,BA,1,10.2,5.3,13.3,0.254
620086,Unit,BA,1,15.2,5.9,33.8,0.734
620086,Car,BA,15,49.2,31.5,36.8,11.778
620088,Unit,BA,1,22.6,2,10.4,0.068
620093,Unit,BA,1,16.4,5.2,12.2,0.29
620093,Car,BA,20,34.7,28,29.3,6.29
620100,Unit,BA,1,15,20,5,0.248
620101,Car,BA,10,25,19,29,5.32
620101,Unit,BA,1,9,25,5,0.52
620221,Unit,BA,1,15,11,5.5,0.321
620221,Car,BA,20,45,30,18,6.892
620222,Unit,BA,1,15,11,5.5,0.321
620222,Car,BA,20,45,30,17.5,6.905
620225,Unit,BA,1,33,9,7.5,0.604
620225,Car,BA,20,46,32,35,12.626
620231,Unit,BA,1,15,6,18,0.199
620232,Unit,KO,1,93.5,19,50.5,10.566
620236,Unit,BA,1,51,5.9,10.3,0.914
620247,Unit,BA,1,9.6,6.5,5.7,0.086
620513,Car,BA,5,38.5,12,21,1.7
620513,Unit,BA,1,11,17.5,6,0.272
620516,Unit,BA,1,25,13,13,0.84
620516,Car,BA,10,65,26,27,9.16
620517,Unit,BA,1,12.1,3.7,11,0.106
620518,Unit,BA,1,21.1,7.6,21.5,0.84
620560,Car,BA,60,46.4,27.6,40.1,7.05
620560,Unit,BA,1,9.8,2.3,14.3,0.078
620561,Car,BA,60,46.2,27.6,40.1,7.124
620561,Unit,BA,1,14.3,2.4,9.8,0.08
620566,Unit,KO,1,80,17,46,5.82
620584,Unit,BA,1,8.4,2.1,12.5,0.102
620594,Car,BA,30,44.5,40,26,8.7
620594,Unit,BA,1,21,14,5,0.222
620664,Unit,BA,1,13.5,9,3.5,0.162
620664,Car,BA,10,28.5,19.5,11,1.854
620679,Unit,BA,1,7.8,11.7,8,0.178
620735,Unit,BA,1,17,13.5,1.5,0.071
620736,Pal,KO,115,120,179,80,335
620736,Unit,BA,1,49.5,33.5,7.5,2.854
620737,Unit,BA,1,9,4,3,0.05
620753,Unit,BA,1,42.5,26,16.5,4.9
620756,Unit,BA,1,26,11.5,10,1.05
620757,Unit,BA,1,28.5,12.5,14,1.58
620758,Unit,BA,1,10.5,10.5,6.5,0.325
620796,Unit,BA,1,10.4,6.1,14,0.272
620796,Car,BA,10,33.8,14,30.5,2.914
620797,Car,BA,10,32.4,14.3,30,2.888
620797,Unit,BA,1,10.3,6.1,13.9,0.228
620800,Unit,BA,1,11.9,3.6,8.8,0.124
620800,Car,BA,10,19.3,14.3,12.2,1.366
620801,Car,BA,10,18.5,13.5,12,1.34
620801,Unit,BA,1,11.5,9,2,0.12
620802,Unit,BA,1,10.5,3.5,19,0.128
620802,Car,BA,10,22.3,20.5,13,1.456
620851,Unit,BA,1,14.9,2.9,11.1,0.096
620852,Unit,BA,1,11,14.5,2.5,0.138
620853,Unit,BA,1,14.5,3,11.1,0.132
620854,Car,BA,25,49.7,16.3,30.4,2.788
620854,Unit,BA,1,17.4,4,14.1,0.096
620855,Unit,BA,1,11.1,6.9,15.7,0.152
620855,Car,BA,20,35,32,23,3.406
620890,Unit,BA,1,6.2,3.6,13.9,0.056
620891,Unit,BA,1,13.9,5.2,7.7,0.19
620896,Unit,BA,1,24.9,5.3,12,0.646
620896,Car,BA,10,27.5,28.4,26.2,6.94
620951,Unit,BA,1,9,2,15.5,0.06
620951,Car,BA,6,17,14,11,0.472
620969,Unit,BA,1,22,14.5,12.5,0.57
620971,Unit,BA,1,29,19,11.5,0.998
620972,Unit,BA,1,19.5,11.2,29.4,1.006
620980,Unit,BA,1,10.2,1.3,19.9,0.044
620985,Unit,BA,1,19.6,2.3,10.3,0.046
620990,Unit,BA,1,12,13,6,0.09
620990,Car,BA,5,32,14,12,0.6
620991,Unit,BA,1,7,13,6,0.08
620991,Car,BA,4,14,15,13,0.4
620991,Car,BA,32,29,30,28,3.56
620994,Unit,BA,1,9,6,6,0.07
620994,Car,BA,32,29,29,22,2.88
620994,Car,BA,4,14,13,10,0.32
620995,Unit,BA,1,12,6,6,0.05
620995,Car,BA,10,33,14,12,0.57
620996,Car,BA,10,33,14,12,0.58
620996,Unit,BA,1,6,12,6,0.05
620997,Car,BA,10,32,14,12,0.58
620997,Unit,BA,1,7,12,6,0.05
620999,Unit,BA,1,11,6,6,0.05
620999,Car,BA,10,33,13,12,0.58
621001,Car,BA,10,15,11,11,0.26
621001,Unit,BA,1,5,10,3,0.03
621002,Unit,BA,1,12,5,3,0.02
621002,Car,BA,10,15,11,12,0.24
621002,Car,BA,80,32,24,28,2.1
621003,Unit,BA,1,13,5,4,0.04
621003,Car,BA,10,23,11,13,0.48
621004,Unit,BA,1,13,5,4,0.04
621004,Car,BA,10,23,11,14,0.5
621005,Car,BA,10,23,11,13,0.49
621005,Unit,BA,1,14,5,4,0.04
621006,Car,BA,10,23,11,13,0.51
621006,Unit,BA,1,12,5,4,0.05
621007,Unit,BA,1,10,6,5,0.07
621007,Car,BA,10,28,12,11,0.84
621008,Car,BA,10,28,12,10,0.91
621008,Unit,BA,1,5,5,9,0.08
621009,Car,BA,10,35,14,12,1.4
621009,Unit,BA,1,7,7,11,0.13
621010,Car,BA,10,20,12,12,0.34
621010,Unit,BA,1,5,4,12,0.04
621011,Car,BA,10,21,12,12,0.32
621011,Unit,BA,1,12,5,4,0.02
621012,Car,BA,10,20,11,12,0.31
621012,Unit,BA,1,12,5,4,0.02
621013,Unit,BA,1,10,5,5,0.03
621013,Car,BA,10,25,11,11,0.32
621014,Unit,BA,1,10,5,5,0.03
621014,Car,BA,10,26,11,11,0.36
621015,Car,BA,10,12,11,11,0.12
621015,Unit,BA,1,10,5,2,0.01
621016,Car,BA,10,11,12,10,0.14
621016,Unit,BA,1,10,5,2,0.01
621017,Car,BA,10,11,12,10,0.17
621017,Unit,BA,1,10,5,2,0.02
621018,Unit,BA,1,10,5,2,0.02
621018,Car,BA,10,12,12,11,0.2
621021,Unit,BA,1,34.8,22.8,14.4,4.546
621022,Unit,BA,1,34.9,22.6,14.9,4.562
621023,Unit,BA,1,43.5,25,19.7,6.852
621024,Unit,BA,1,43.6,24.7,42.6,6.9
621025,Unit,BA,1,49.9,29.9,23.7,8.67
621028,Unit,BA,1,50.1,30.1,34.2,8.59
621029,Unit,BA,1,50,29.6,23.6,11.484
621030,Car,BA,20,48,35,38,10.02
621030,Unit,BA,1,24,17,7,0.44
621032,Unit,BA,1,49,23.5,29,11.51
621034,Unit,BA,1,49,23.5,29,13.62
621035,Unit,BA,1,14.6,5.3,23.4,0.15
621037,Car,BA,100,26.6,16.1,24.6,1.506
621037,Unit,BA,1,13.3,1.4,4.8,0.01
621038,Unit,BA,1,43.3,24.7,19.9,6.352
621039,Unit,BA,1,43.4,25.1,44.2,6.234
621040,Car,BA,100,27,24,16,1.51
621040,Unit,BA,1,14,5,1,0.01
621041,Unit,BA,1,43.1,25,19.6,6.352
621042,Unit,BA,1,43,19.5,24,7
621043,Pal,KO,40,120,114,80,302
621043,Unit,BA,1,43.5,25,19.6,6.854
621044,Unit,BA,1,43.4,24.6,19.7,6.958
621045,Unit,KO,1,62,42.5,14,6.728
621046,Unit,BA,1,49,4.5,19,0.882
621046,Car,BA,7,52.1,21.4,31.5,6.662
621047,Unit,BA,1,49.8,30.4,23.6,8.718
621048,Unit,BA,1,49,23.5,29,8.72
621049,Unit,BA,1,49,23.5,29,8.81
621050,Unit,BA,1,49,23.5,29,11.68
621051,Pal,KO,21,120,99,80,249
621051,Unit,BA,1,49.8,29.3,23.8,11.492
621052,Unit,BA,1,49,23.5,29,11.61
621053,Unit,BA,1,49.9,29.5,23.4,14.042
621054,Unit,BA,1,50,30,23.3,13.722
621061,Unit,BA,1,12.5,8.5,2,0.19
621062,Unit,BA,1,12.5,8.5,2,0.13
621063,Car,BA,10,20.7,9.7,11.2,1.042
621063,Unit,BA,1,12.4,2.2,8.3,0.1
621069,Unit,BA,1,12.5,2.1,8.3,0.196
621069,Car,BA,10,20.6,9.4,11.1,2.026
621071,Unit,BA,1,8.3,2,12.5,0.068
621071,Car,BA,10,20.7,9.6,11.1,0.712
